titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw G30 X Drive Led Navi M Pachet,30 850 €,30850.0,2018,189 000,N/A,https://www.olx.ro/d/oferta/bmw-g30-x-drive-led-navi-m-pachet-IDjKbcB.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/yo2jqesdiype3-RO/image;s=1320x1649;https://frankfurt.apollo.olxcdn.com:443/v1/files/lh7dx0cm8dhi3-RO/image;s=1320x1838;https://frankfurt.apollo.olxcdn.com:443/v1/files/lmsg84wby9fo1-RO/image;s=1320x1427;https://frankfurt.apollo.olxcdn.com:443/v1/files/3f163kobk94k-RO/image;s=1320x1437;https://frankfurt.apollo.olxcdn.com:443/v1/files/2vesqceeyqlt1-RO/image;s=1320x1083,diesel,automatic,Berlina,BMW,Unknown,olx_jKbcB,2025-09-11T13:50:58.096425
Vand Bmw 520E 30 000Km Garantie Bmw 24Luni,36 000 €,36000.0,2022,30 500,N/A,https://www.olx.ro/d/oferta/vand-bmw-520e-30-000km-garantie-bmw-24luni-IDjJSaS.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uncsklbxxia71-RO/image;s=754x1356;https://frankfurt.apollo.olxcdn.com:443/v1/files/hu5imzscqyo91-RO/image;s=678x1143;https://frankfurt.apollo.olxcdn.com:443/v1/files/06cukhdpfijs3-RO/image;s=772x1416;https://frankfurt.apollo.olxcdn.com:443/v1/files/o03uh2qxi0wb3-RO/image;s=825x1175;https://frankfurt.apollo.olxcdn.com:443/v1/files/4xzg6sbcxnr1-RO/image;s=468x1024,hybrid,automatic,Berlina,BMW,Unknown,olx_jJSaS,2025-09-11T13:51:10.168423
Bmw X6 M Competition,86 900 €,86900.0,2021,96 000,N/A,https://www.olx.ro/d/oferta/bmw-x6-m-competition-IDjGPlC.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9fuequzqtg442-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/mk8xx4sbtubo2-RO/image;s=1000x656;https://frankfurt.apollo.olxcdn.com:443/v1/files/teb8981dixcc-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/fix6ams1xieq1-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/hlvlkrf5u7nk3-RO/image;s=1000x664,petrol,automatic,SUV,BMW,X6,olx_jGPlC,2025-09-11T13:51:14.760586
Vand X4 Modificat By Manhart Mhx4 600,"59 000 €
Prețul e negociabil",59000.0,2020,68 000,N/A,https://www.olx.ro/d/oferta/vand-x4-modificat-by-manhart-mhx4-600-IDjCatN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6e5uhg502riz-RO/image;s=2000x1333;https://frankfurt.apollo.olxcdn.com:443/v1/files/m947uv2xul7q2-RO/image;s=1620x1080;https://frankfurt.apollo.olxcdn.com:443/v1/files/f0p5rxbpakou2-RO/image;s=1620x1080;https://frankfurt.apollo.olxcdn.com:443/v1/files/tciabc2zima73-RO/image;s=1620x1080;https://frankfurt.apollo.olxcdn.com:443/v1/files/kdm2o11m1gwg2-RO/image;s=1620x1080,petrol,automatic,SUV,Unknown,Unknown,olx_jCatN,2025-09-11T13:51:25.156033
Bmw 530E 64 000Km Benzina Electric Hybrid,27 500 €,27500.0,2017,64 000,N/A,https://www.olx.ro/d/oferta/bmw-530e-64-000km-benzina-electric-hybrid-IDjxcmV.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2w5bqgstot7b2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mgsixbolpb78-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/pbbb9tm9t7ww1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yoo938gysh4o3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/55w7kkcvev7u-RO/image;s=750x1000,hybrid,automatic,Berlina,BMW,Unknown,olx_jxcmV,2025-09-11T13:51:30.562911
Bmw X3 F25 2017 2 0D 190 Cp,20 000 €,20000.0,2017,193 000,N/A,https://www.olx.ro/d/oferta/bmw-x3-f25-2017-2-0d-190-cp-IDjNm9a.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4pk25za239q01-RO/image;s=1000x719;https://frankfurt.apollo.olxcdn.com:443/v1/files/luyj0izt6xu01-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kay040hwuld42-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/danhzzn2cxvr1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/sr2n0bvz1rej2-RO/image;s=1000x657,diesel,automatic,SUV,BMW,X3,olx_jNm9a,2025-09-11T13:51:47.058974
Bmw X3 Xdrive20D 190Cp Istoric Bmw Tva Ded Garantie Finantare,"22 199 €
Prețul e negociabil",22199.0,2019,169 800,N/A,https://www.olx.ro/d/oferta/bmw-x3-xdrive20d-190cp-istoric-bmw-tva-ded-garantie-finantare-IDjL9Oj.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qifkwz680hqm3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/18qjeqwgh4kp-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/l04df5y3gl7a2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/slmhtg2vkxpa2-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/rlacylnfiymp1-RO/image;s=1000x1000,diesel,automatic,SUV,BMW,X3,olx_jL9Oj,2025-09-11T13:51:51.445027
Bmw X1 2 0D 2023 Inmatriculat Ro,30 990 €,30990.0,2023,129 900,N/A,https://www.olx.ro/d/oferta/bmw-x1-2-0d-2023-inmatriculat-ro-IDjJRDd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ulo4nb7b49wn2-RO/image;s=4000x2171;https://frankfurt.apollo.olxcdn.com:443/v1/files/n8bfj9czl2703-RO/image;s=3906x2147;https://frankfurt.apollo.olxcdn.com:443/v1/files/bkpuvu4gofu3-RO/image;s=3000x3230;https://frankfurt.apollo.olxcdn.com:443/v1/files/oc2t55samaah1-RO/image;s=2611x2443;https://frankfurt.apollo.olxcdn.com:443/v1/files/fde2os35if3u1-RO/image;s=4000x3000,diesel,automatic,SUV,BMW,X1,olx_jJRDd,2025-09-11T13:52:10.196742
Bmw X1 Xdrive 20D,"12 999 €
Prețul e negociabil",12999.0,2017,180 000,N/A,https://www.olx.ro/d/oferta/bmw-x1-xdrive-20d-IDjIh8f.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3wagi5jmjjek2-RO/image;s=752x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/23pam1cthsqf3-RO/image;s=720x958;https://frankfurt.apollo.olxcdn.com:443/v1/files/5jut9qgxvrrb2-RO/image;s=752x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/88f8v2x1f4381-RO/image;s=720x958;https://frankfurt.apollo.olxcdn.com:443/v1/files/yv5p90ohxelq-RO/image;s=1000x473,diesel,manual,SUV,BMW,X1,olx_jIh8f,2025-09-11T13:52:15.604018
Vand Bmw 520D G30 Luxury Line,21 000 €,21000.0,2018,172 000,N/A,https://www.olx.ro/d/oferta/vand-bmw-520d-g30-luxury-line-IDjyGeX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s4vvn5tuqfx51-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jptj1atd80xk1-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/vz2rhfqvd7xy1-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/kksljwq3vzze2-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/ptdgmpudoew22-RO/image;s=1000x563,diesel,automatic,Berlina,BMW,Unknown,olx_jyGeX,2025-09-11T13:52:19.788915
Bmw X4 Fab 2020 Head Up Distronic Full Led Keylessgo Entry,34 990 €,34990.0,2020,168 000,N/A,https://www.olx.ro/d/oferta/bmw-x4-fab-2020-head-up-distronic-full-led-keylessgo-entry-IDjJg5r.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/a658jkv3osi93-RO/image;s=1000x690;https://frankfurt.apollo.olxcdn.com:443/v1/files/p4mdz3iyu7142-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xe9dfg27yq7h2-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ohp9c7gq3joy1-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7l0trvww3rw32-RO/image;s=1000x1000,diesel,automatic,SUV,BMW,X4,olx_jJg5r,2025-09-11T13:52:24.196122
Bmw 740D Xdrive M G11,"33 500 €
Prețul e negociabil",33500.0,2017,160 000,N/A,https://www.olx.ro/d/oferta/bmw-740d-xdrive-m-g11-IDjFDU2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7jwg0sz3wies3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/31uhfo84fd3c1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/k2xam2v57t151-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xo7shun6j2lf-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/suwolmosicep-RO/image;s=750x1000,diesel,automatic,Berlina,BMW,Unknown,olx_jFDU2,2025-09-11T13:52:34.536138
Bmw X3 M 4 0I Performance Bi Turbo 2018,28 700 €,28700.0,2018,192 000,N/A,https://www.olx.ro/d/oferta/bmw-x3-m-4-0i-performance-bi-turbo-2018-IDjESct.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0ryzfjfhfd8l1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cmjpg6vzqlqp1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/nrq8bdwql1ku-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4012guvdk42g3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9tz2nyd15ne92-RO/image;s=1000x750,petrol,automatic,SUV,BMW,X3,olx_jESct,2025-09-11T13:52:39.225251
Bmw X4 2 0D 190 Cp 2019 4X4 Euro 6,"26 500 €
Prețul e negociabil",26500.0,2019,165 000,N/A,https://www.olx.ro/d/oferta/bmw-x4-2-0d-190-cp-2019-4x4-euro-6-IDjLODo.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5p2krel00q1s-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/furba04kdo773-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1wils3hpk2gp1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/uq3g9hs55vym1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/wmq63sl1fmm21-RO/image;s=1000x1000,diesel,automatic,SUV,BMW,X4,olx_jLODo,2025-09-11T13:52:44.683168
Bmw X5 40I G05 M Paket Crafted Clarity Pano Hud 17 340 Km,"61 500 €
Prețul e negociabil",61500.0,2022,17.340,N/A,https://www.olx.ro/d/oferta/bmw-x5-40i-g05-m-paket-crafted-clarity-pano-hud-17-340-km-IDjFh5Q.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o5d8y4fhqhnm3-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/tz5rl4zuexrt1-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/90vb56md580k3-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/pwadr9z406gs-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/986kh0slpzfn2-RO/image;s=4284x5712,petrol,automatic,SUV,BMW,X5,olx_jFh5Q,2025-09-11T13:52:48.760538
Bmw X3 Xdrive 20D 2022,"33 500 €
Prețul e negociabil",33500.0,2022,151 000,N/A,https://www.olx.ro/d/oferta/bmw-x3-xdrive-20d-2022-IDjw1ct.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9y45ys6g4hb43-RO/image;s=1000x589;https://frankfurt.apollo.olxcdn.com:443/v1/files/dpbxwbfk2jll-RO/image;s=1000x584;https://frankfurt.apollo.olxcdn.com:443/v1/files/gi9rxydsuat83-RO/image;s=1000x596;https://frankfurt.apollo.olxcdn.com:443/v1/files/j5picp9c9lbe2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7py0kmzhtvri3-RO/image;s=1000x750,diesel,automatic,SUV,BMW,X3,olx_jw1ct,2025-09-11T13:52:51.896876
Bmw 118I Seria 1,"9 200 €
Prețul e negociabil",9200.0,2017,137 500,N/A,https://www.olx.ro/d/oferta/bmw-118i-seria-1-IDiObne.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/z6vu5pd0kq1x1-RO/image;s=1000x994;https://frankfurt.apollo.olxcdn.com:443/v1/files/qdvn07o4btqu3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/v2adoni87ofp3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w93xo2w38gw3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/topzbo5tlh5b2-RO/image;s=1000x750,petrol,manual,Coupe,BMW,Seria 1,olx_iObne,2025-09-11T13:53:14.887840
Bmw X1 Xdrive 20D,"12 999 €
Prețul e negociabil",12999.0,2017,180 000,N/A,https://www.olx.ro/d/oferta/bmw-x1-xdrive-20d-IDjIh8f.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3wagi5jmjjek2-RO/image;s=752x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/23pam1cthsqf3-RO/image;s=720x958;https://frankfurt.apollo.olxcdn.com:443/v1/files/5jut9qgxvrrb2-RO/image;s=752x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/88f8v2x1f4381-RO/image;s=720x958;https://frankfurt.apollo.olxcdn.com:443/v1/files/yv5p90ohxelq-RO/image;s=1000x473,diesel,manual,SUV,BMW,X1,olx_jIh8f,2025-09-11T13:53:20.992430
Bmw 540Ixdrivem Sportlaserheadup,46 500 €,46500.0,2020,90 000,N/A,https://www.olx.ro/d/oferta/bmw-540ixdrivem-sportlaserheadup-IDjnsKN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/gf6j35tt5rop3-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/pe8n7s9kdfii1-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/cjfukmdh7mzu2-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/7hd3kc5d5t7j2-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/615tz8ofnl8l3-RO/image;s=1000x667,petrol,automatic,Berlina,BMW,iX,olx_jnsKN,2025-09-11T13:53:30.260752
Bmw X5 G05 Individual M Pachet,42 900 €,42900.0,2019,145 000,N/A,https://www.olx.ro/d/oferta/bmw-x5-g05-individual-m-pachet-IDjbdD1.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e766p2492oly-RO/image;s=1440x1919;https://frankfurt.apollo.olxcdn.com:443/v1/files/gz0qn141js4v3-RO/image;s=765x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/v6wdgm6y4wln1-RO/image;s=765x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/zdfrwlqpp97w-RO/image;s=765x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/2im44u0sahpx-RO/image;s=765x1020,diesel,automatic,SUV,BMW,X5,olx_jbdD1,2025-09-11T13:53:34.192918
Bmw 116I F20 Facelift,8 550 €,8550.0,2017,149 956,N/A,https://www.olx.ro/d/oferta/bmw-116i-f20-facelift-IDjLmgX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/61wxlgdektx12-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/7nplz16bjxzu2-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/pyqyamgoks3r-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/sfdcyoftj3vd-RO/image;s=1020x574;https://frankfurt.apollo.olxcdn.com:443/v1/files/ruios6uajox11-RO/image;s=1020x574,petrol,manual,Hatchback,BMW,Unknown,olx_jLmgX,2025-09-11T13:53:39.887989
Vand Bmw X1 1 8I Executive S Drive Automatic 1500 Cc 140 Cp 2018,16 850 €,16850.0,2018,174 000,N/A,https://www.olx.ro/d/oferta/vand-bmw-x1-1-8i-executive-s-drive-automatic-1500-cc-140-cp-2018-IDjvoWt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lw3npf4bk1nf-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/ekyj60g4e3s33-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/ew3abdxlpmck-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/2zmvzhoptzoe1-RO/image;s=2016x1512;https://frankfurt.apollo.olxcdn.com:443/v1/files/mpfahr7judjf2-RO/image;s=2016x1512,petrol,automatic,SUV,BMW,X1,olx_jvoWt,2025-09-11T13:53:45.399573
Bmw 325D Gt F34 Facelift 224Cp 2 0 Diesel Lci Led Keyless B47,"13 900 €
Prețul e negociabil",13900.0,2017,29 000,N/A,https://www.olx.ro/d/oferta/bmw-325d-gt-f34-facelift-224cp-2-0-diesel-lci-led-keyless-b47-IDjsM3V.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/plcyygb9xkew-RO/image;s=2856x2142;https://frankfurt.apollo.olxcdn.com:443/v1/files/a0ehj7zafm4x2-RO/image;s=2856x2142;https://frankfurt.apollo.olxcdn.com:443/v1/files/s55p668s3uxh3-RO/image;s=2603x1953;https://frankfurt.apollo.olxcdn.com:443/v1/files/mviqc61tdyy8-RO/image;s=2419x1814;https://frankfurt.apollo.olxcdn.com:443/v1/files/uc8srza34lrj3-RO/image;s=2284x1713,diesel,automatic,Hatchback,BMW,Unknown,olx_jsM3V,2025-09-11T13:53:54.531401
Bmw X6 3 0D Mhev M Paket Pro Scaune M Sky Lounge Soft Close,"85 000 €
Prețul e negociabil",85000.0,2024,25 000,N/A,https://www.olx.ro/d/oferta/bmw-x6-3-0d-mhev-m-paket-pro-scaune-m-sky-lounge-soft-close-IDjNoMN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dsf0qpiq8qgb-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/3r9ofye7sy763-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/mf4vo3pws11o2-RO/image;s=1000x733;https://frankfurt.apollo.olxcdn.com:443/v1/files/pk3n287xurg33-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/82npp914foa11-RO/image;s=1000x750,diesel,automatic,SUV,BMW,X6,olx_jNoMN,2025-09-11T13:53:59.384517
Bmw G20 320D Xdrive 190 Cai Motor Nou,"28 350 €
Prețul e negociabil",28350.0,2020,81 000,N/A,https://www.olx.ro/d/oferta/bmw-g20-320d-xdrive-190-cai-motor-nou-IDjGh7w.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e2tbp4o8mmfu3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/41aj4r117ui91-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/vrf303h8j9rd-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8e65hvt5rxep2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1c4rb56nxb7q1-RO/image;s=2000x1500,diesel,automatic,Berlina,BMW,Unknown,olx_jGh7w,2025-09-11T13:54:06.899644
Mercedes Benz Clasa C,"18 500 €
Prețul e negociabil",18500.0,2020,180 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-clasa-c-IDjLbBq.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bjqhdmysyyvg-RO/image;s=523x699;https://frankfurt.apollo.olxcdn.com:443/v1/files/nyb2ri3dg40g1-RO/image;s=935x700;https://frankfurt.apollo.olxcdn.com:443/v1/files/pyny32ryjgn21-RO/image;s=931x699;https://frankfurt.apollo.olxcdn.com:443/v1/files/mjzklqoccx0f-RO/image;s=525x699;https://frankfurt.apollo.olxcdn.com:443/v1/files/7nul8a67ir9s-RO/image;s=523x699,petrol,automatic,Berlina,Unknown,Unknown,olx_jLbBq,2025-09-11T13:54:30.073562
Mercedes S Class 33 000Km Proprietar,55 000 €,55000.0,2019,33 000,N/A,https://www.olx.ro/d/oferta/mercedes-s-class-33-000km-proprietar-IDjB2Ly.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/nbhlvrtps2ki-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/j1tku11di3st1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/vk3a6duutwmj-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/j5oh44niihvj-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/wc4489rmcmru3-RO/image;s=1000x750,diesel,automatic,Berlina,Unknown,Unknown,olx_jB2Ly,2025-09-11T13:54:39.608285
Mercedes Benz S63 Amg Full Option,"84 500 €
Prețul e negociabil",84500.0,2018,114 500,N/A,https://www.olx.ro/d/oferta/mercedes-benz-s63-amg-full-option-IDjDlvq.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8qziltzodv3y1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/r2705lp59qy2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/pjzqlmsqtj9c-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/bznhv5zobnw03-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4r3q9xai87ic3-RO/image;s=1600x1200,petrol,automatic,Berlina,MG,Unknown,olx_jDlvq,2025-09-11T13:54:44.091423
Mercedes Gle Coupe Amg 53 Mhev 4Matic Benzina Hybrid,"85 000 €
Prețul e negociabil",85000.0,2022,68 000,N/A,https://www.olx.ro/d/oferta/mercedes-gle-coupe-amg-53-mhev-4matic-benzina-hybrid-IDjNo4i.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lvejn6k2yhah3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/14vdmc1sgmgm-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/q6zrfrqw2ynk2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/h03da5irncfm1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/gt9eb6tnjlxn2-RO/image;s=1000x668,petrol,automatic,Coupe,MG,Unknown,olx_jNo4i,2025-09-11T13:54:51.724724
Mercedes Benz Gle 400D 4Matic Garantie Reprezentanta Mercedes,"66 000 €
Prețul e negociabil",66000.0,2022,67 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-gle-400d-4matic-garantie-reprezentanta-mercedes-IDjM4im.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/kc0v1grxa1vl1-RO/image;s=1000x596;https://frankfurt.apollo.olxcdn.com:443/v1/files/5vog4blt9xs12-RO/image;s=1000x807;https://frankfurt.apollo.olxcdn.com:443/v1/files/skxs5vds60ev3-RO/image;s=1000x544;https://frankfurt.apollo.olxcdn.com:443/v1/files/zc9wgyyread23-RO/image;s=1000x597;https://frankfurt.apollo.olxcdn.com:443/v1/files/is7za97kz3yp2-RO/image;s=710x1000,diesel,automatic,SUV,Unknown,Unknown,olx_jM4im,2025-09-11T13:54:59.835042
Mercedes Cla220 An 2019 170Cp 106 000Km,"25 900 €
Prețul e negociabil",25900.0,2019,106 000,N/A,https://www.olx.ro/d/oferta/mercedes-cla220-an-2019-170cp-106-000km-IDjCpD8.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0csy3vbm6kiz-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/vp2j3c5kwhgd3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/exqzfmf0w42a2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/i9k3ykoshr003-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/k9nxp3xzqc9v1-RO/image;s=1000x750,diesel,automatic,Coupe,Unknown,Unknown,olx_jCpD8,2025-09-11T13:55:29.291368
Mercedes S350 Bluetec 81 000Km Impecabil,"37 350 €
Prețul e negociabil",37350.0,2017,81 000,N/A,https://www.olx.ro/d/oferta/mercedes-s350-bluetec-81-000km-impecabil-IDjLa6n.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/n3emzis6enr31-RO/image;s=849x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/itqm38tvvip13-RO/image;s=917x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ms73dd68l5gr-RO/image;s=784x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d513pe586yhr-RO/image;s=878x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/t7z7wzb7b1ug-RO/image;s=753x1000,diesel,automatic,Berlina,Unknown,Unknown,olx_jLa6n,2025-09-11T13:55:33.214525
Mercedes Benz Glc,"26 000 €
Prețul e negociabil",26000.0,2018,152 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-glc-IDgB3Mp.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1b7h4i6mm88a3-RO/image;s=1079x773;https://frankfurt.apollo.olxcdn.com:443/v1/files/7d1mifrzmxm61-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/ck4tajn7xl5l-RO/image;s=1079x1033;https://frankfurt.apollo.olxcdn.com:443/v1/files/dmmmsnoit2ko-RO/image;s=978x650;https://frankfurt.apollo.olxcdn.com:443/v1/files/ivds1ysitz623-RO/image;s=1002x739,diesel,automatic,SUV,Unknown,Unknown,olx_gB3Mp,2025-09-11T13:55:36.648542
Mercedes Benz Glc 220 D 4Matic,"29 500 €
Prețul e negociabil",29500.0,2018,151 000,N/A,https://www.olx.ro/d/oferta/mercedes-benz-glc-220-d-4matic-IDj7rxH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1o4rgky8kdjw1-RO/image;s=1024x576;https://frankfurt.apollo.olxcdn.com:443/v1/files/wkzncheq6hep2-RO/image;s=1024x576;https://frankfurt.apollo.olxcdn.com:443/v1/files/fluz8ynyill81-RO/image;s=1024x576;https://frankfurt.apollo.olxcdn.com:443/v1/files/7snepyrhukxp2-RO/image;s=1024x576;https://frankfurt.apollo.olxcdn.com:443/v1/files/fcixk43g2heu3-RO/image;s=1126x2000,diesel,automatic,Coupe,Unknown,Unknown,olx_j7rxH,2025-09-11T13:55:40.759863
