titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Kia Sportage 2 0 Disel Awd Gt Line,17 200 €,17200.0,2017,148 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-2-0-disel-awd-gt-line-IDjMapM.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8iz16vnbzus6-RO/image;s=3072x4096;https://frankfurt.apollo.olxcdn.com:443/v1/files/kldunlpfr56z1-RO/image;s=3072x4096;https://frankfurt.apollo.olxcdn.com:443/v1/files/awt2s8g5u0bq-RO/image;s=4096x3072;https://frankfurt.apollo.olxcdn.com:443/v1/files/jiwbynnxpn6o1-RO/image;s=4096x3072;https://frankfurt.apollo.olxcdn.com:443/v1/files/u09zeahnn9jb3-RO/image;s=4096x3072,diesel,automatic,SUV,Kia,Sportage,olx_jMapM,2025-09-11T16:02:41.231059
Kia Sportage 1 7 Crdi Automat,"16 250 €
Prețul e negociabil",16250.0,2018,130 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-1-7-crdi-automat-IDjN2mx.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pkvegxig50fy-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4g45ly7ppp3e2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/yv4pu55kmb163-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/mx9wcfyp7cqb3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/877fj0aynuor2-RO/image;s=1000x750,diesel,automatic,SUV,Kia,Sportage,olx_jN2mx,2025-09-11T16:02:45.533427
Kia Sportage 1 6 Diesel Electric 2020,9 999 €,9999.0,2020,180 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-1-6-diesel-electric-2020-IDjupCu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lpmi07nrn0y1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/zoo0b1uo4uh62-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/99yira4xxgoc1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/j8ztgncamm722-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/id29s6k4a8lj2-RO/image;s=2000x1500,diesel,manual,SUV,Kia,Sportage,olx_jupCu,2025-09-11T16:02:50.124484
Kia Sportage 1 7 Crdi Automat,"16 250 €
Prețul e negociabil",16250.0,2018,130 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-1-7-crdi-automat-IDjN2mx.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/pkvegxig50fy-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4g45ly7ppp3e2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/yv4pu55kmb163-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/mx9wcfyp7cqb3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/877fj0aynuor2-RO/image;s=1000x750,diesel,automatic,SUV,Kia,Sportage,olx_jN2mx,2025-09-11T16:02:54.623045
Suv Kia Sportage,"12 000 €
Prețul e negociabil",12000.0,2018,142 000,N/A,https://www.olx.ro/d/oferta/suv-kia-sportage-IDjfjEZ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/wji4vvxt77nw-RO/image;s=1008x567;https://frankfurt.apollo.olxcdn.com:443/v1/files/10mqiwfrkoru2-RO/image;s=1920x1080;https://frankfurt.apollo.olxcdn.com:443/v1/files/cdcvvsn18m5i-RO/image;s=1008x567;https://frankfurt.apollo.olxcdn.com:443/v1/files/bt5bv6nwnzbc1-RO/image;s=567x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/1k4u7opp81h31-RO/image;s=1008x567,petrol,manual,SUV,Kia,Sportage,olx_jfjEZ,2025-09-11T16:02:59.753844
Kia Sportage Gt Line Automat 4X4 2 0 Diesel Mild Hybrid 185 Cai,19 490 €,19490.0,2020,148 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-gt-line-automat-4x4-2-0-diesel-mild-hybrid-185-cai-IDjxIgQ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fr9xxr3jc3t1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zyem5e2h9mxo-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/5knyb6puqy0h-RO/image;s=800x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/xlecdul6aflq-RO/image;s=836x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/z72fdya746gn3-RO/image;s=1000x750,diesel,automatic,SUV,Kia,Sportage,olx_jxIgQ,2025-09-11T16:03:04.274929
Kia Sportage Plug In Hybrid 268 Cv Full Option 4X4,36 000 €,36000.0,2023,57 413,N/A,https://www.olx.ro/d/oferta/kia-sportage-plug-in-hybrid-268-cv-full-option-4x4-IDjcgDH.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/plfl20xkae633-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/jtjr6qq3j8ep1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/da236ap287191-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cr106dfh72lf1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/eoiwyups14vm2-RO/image;s=1500x2000,hybrid,automatic,Berlina,Kia,Sportage,olx_jcgDH,2025-09-11T16:03:07.967249
Vand Kia Sportage Gt Line 1 6 Gdi Mhev 7 Dct 4X4,"30 400 €
Prețul e negociabil",30400.0,2022,37 464,N/A,https://www.olx.ro/d/oferta/vand-kia-sportage-gt-line-1-6-gdi-mhev-7-dct-4x4-IDjFZLD.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s609k02o5b131-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/m7fyy57gux5r1-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/0f9jcxvk62us2-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/hhalroasbl94-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/ccmkws54iblq1-RO/image;s=2048x1536,petrol,automatic,SUV,Kia,Sportage,olx_jFZLD,2025-09-11T16:03:13.134506
Kia Sportage 1 6 Gdi Euro 6 Style Manual 6 1 An 2017,10 500 €,10500.0,2017,188 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-1-6-gdi-euro-6-style-manual-6-1-an-2017-IDjM9Ek.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9lca6qlr5xku-RO/image;s=1156x521;https://frankfurt.apollo.olxcdn.com:443/v1/files/diim3o3yy6682-RO/image;s=1156x521;https://frankfurt.apollo.olxcdn.com:443/v1/files/32yf11b6oydp-RO/image;s=1156x521;https://frankfurt.apollo.olxcdn.com:443/v1/files/xbs6jpzw8mcm-RO/image;s=1156x521;https://frankfurt.apollo.olxcdn.com:443/v1/files/xwlda9vyxpq61-RO/image;s=1156x521,petrol,manual,SUV,Kia,Sportage,olx_jM9Ek,2025-09-11T16:03:17.569759
Kia Sorento Gt Line 2 2 Crdi 200 Cp 2017,17 000 €,17000.0,2017,160 000,N/A,https://www.olx.ro/d/oferta/kia-sorento-gt-line-2-2-crdi-200-cp-2017-IDjMSmJ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/gu1m4pviirdm-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/teu8lg2gfmc61-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9cmjpx5yffln3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/11un0gahp5um1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/buidxipsief33-RO/image;s=1000x750,diesel,automatic,SUV,Kia,Sorento,olx_jMSmJ,2025-09-11T16:03:23.043450
Kia Sportage 2019,"17 400 €
Prețul e negociabil",17400.0,2019,68 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-2019-IDjvyzw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/d6qvmu4zkql51-RO/image;s=4000x2252;https://frankfurt.apollo.olxcdn.com:443/v1/files/pt18gg8racwf1-RO/image;s=2252x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/g04h23c83a073-RO/image;s=4000x2252;https://frankfurt.apollo.olxcdn.com:443/v1/files/3gtam6a0cm983-RO/image;s=4000x2252;https://frankfurt.apollo.olxcdn.com:443/v1/files/n7chub1ctcy8-RO/image;s=4000x2252,diesel,manual,SUV,Kia,Sportage,olx_jvyzw,2025-09-11T16:03:27.685428
Kia Sportage Gt Line 2018,"17 000 €
Prețul e negociabil",17000.0,2018,145 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-gt-line-2018-IDjMRba.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/htfhwsx17q68-RO/image;s=1000x692;https://frankfurt.apollo.olxcdn.com:443/v1/files/stulgf74qz0e-RO/image;s=1000x614;https://frankfurt.apollo.olxcdn.com:443/v1/files/l0jdd0mzifkd3-RO/image;s=1000x457;https://frankfurt.apollo.olxcdn.com:443/v1/files/x6adkodkv1mk2-RO/image;s=1000x491;https://frankfurt.apollo.olxcdn.com:443/v1/files/01i1a4tyv53b2-RO/image;s=750x1000,N/A,automatic,SUV,Kia,Sportage,olx_jMRba,2025-09-11T16:03:31.738433
Kia Sportage Gt Line Mild Hybrid 4X4 Leasing,"31 000 €
Prețul e negociabil",31000.0,2022,52 500,N/A,https://www.olx.ro/d/oferta/kia-sportage-gt-line-mild-hybrid-4x4-leasing-IDjM5S6.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/j9cj4r2igxh73-RO/image;s=576x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/zzaapur3ilte1-RO/image;s=574x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/0a2j8mhfe2cp2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/4rgwtlleylhp-RO/image;s=576x1024,hybrid,automatic,SUV,Kia,Sportage,olx_jM5S6,2025-09-11T16:03:36.898629
Kia Sportage 2020 1 6 Gdi Proprietar Unic Stare Foarte Buna,19 450 €,19450.0,2020,49 500,N/A,https://www.olx.ro/d/oferta/kia-sportage-2020-1-6-gdi-proprietar-unic-stare-foarte-buna-IDjMKXr.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ztvtjj1ln80x1-RO/image;s=4000x1800;https://frankfurt.apollo.olxcdn.com:443/v1/files/6179ul50uhsh3-RO/image;s=4000x1800;https://frankfurt.apollo.olxcdn.com:443/v1/files/20hvfkg762rg-RO/image;s=4000x1800;https://frankfurt.apollo.olxcdn.com:443/v1/files/y35uax6rr6x4-RO/image;s=4000x1800;https://frankfurt.apollo.olxcdn.com:443/v1/files/dmvtp68bvmov2-RO/image;s=4000x1800,petrol,manual,SUV,Kia,Sportage,olx_jMKXr,2025-09-11T16:03:41.198831
Kia Sportage Style 1 6 Gdi 132Cp Rosu Unic Proprietar Pachet Iarna,"21 500 €
Prețul e negociabil",21500.0,2021,79 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-style-1-6-gdi-132cp-rosu-unic-proprietar-pachet-iarna-IDjMKPY.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4wgdii23cv5-RO/image;s=1600x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/m77b5qwh84q5-RO/image;s=574x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/73gq6y1ruxlz-RO/image;s=1080x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/4jdhrjvendl91-RO/image;s=1080x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/nvlmbpw1gw383-RO/image;s=1080x1920,petrol,manual,"//schema.org/UsedCondition""}}",Kia,Sportage,olx_jMKPY,2025-09-11T16:03:44.785232
Kia Sportage 1 6 T Gdi 177 Cp Automat 4X4 Gt Line,"21 900 €
Prețul e negociabil",21900.0,2019,72 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-1-6-t-gdi-177-cp-automat-4x4-gt-line-IDjMJPn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2yhwrhnp30603-RO/image;s=1156x651;https://frankfurt.apollo.olxcdn.com:443/v1/files/p2pl2ra37ymg-RO/image;s=1156x651;https://frankfurt.apollo.olxcdn.com:443/v1/files/lfq628mpkw211-RO/image;s=1156x651;https://frankfurt.apollo.olxcdn.com:443/v1/files/3ln23uz2rcz5-RO/image;s=1156x651;https://frankfurt.apollo.olxcdn.com:443/v1/files/pqmb96ovdwwh3-RO/image;s=1156x651,petrol,automatic,SUV,Kia,Sportage,olx_jMJPn,2025-09-11T16:03:48.945537
Kia Sportage 2 0 Diesel 4X4 Automata An 2020 Garantie 2 Ani Variante,18 800 €,18800.0,2020,120 000,N/A,https://www.olx.ro/d/oferta/kia-sportage-2-0-diesel-4x4-automata-an-2020-garantie-2-ani-variante-IDjMJKP.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/h05dqabvjzts-RO/image;s=2000x924;https://frankfurt.apollo.olxcdn.com:443/v1/files/bpi8hq0szl5e3-RO/image;s=2000x924;https://frankfurt.apollo.olxcdn.com:443/v1/files/4g0p45uu22ns1-RO/image;s=2000x924;https://frankfurt.apollo.olxcdn.com:443/v1/files/9mwxj5zlu9353-RO/image;s=2000x924;https://frankfurt.apollo.olxcdn.com:443/v1/files/4bzt012osrm02-RO/image;s=2000x924,diesel,automatic,SUV,Kia,Sportage,olx_jMJKP,2025-09-11T16:03:52.450976
Mini Cooper S Clubman 192 Cp 2 0 Panoramic Led Piele 2020 E6,13 999 €,13999.0,2020,174 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-s-clubman-192-cp-2-0-panoramic-led-piele-2020-e6-IDjcgC4.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hcwgcied3fz33-RO/image;s=1600x826;https://frankfurt.apollo.olxcdn.com:443/v1/files/rts2qhfwb58y1-RO/image;s=1600x866;https://frankfurt.apollo.olxcdn.com:443/v1/files/9b0uad4n8ij22-RO/image;s=1600x904;https://frankfurt.apollo.olxcdn.com:443/v1/files/x4qs6xf5pnlj2-RO/image;s=1600x870;https://frankfurt.apollo.olxcdn.com:443/v1/files/oiqq1gbu02es2-RO/image;s=1600x898,petrol,manual,Berlina,Mini,Cooper S,olx_jcgC4,2025-09-11T16:03:57.458656
Mini Cooper Countryman Sd All4 Awd Diesel,31 550 €,31550.0,2023,72 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-countryman-sd-all4-awd-diesel-IDjMuPL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2kbg1bx7eb4v1-RO/image;s=2000x1174;https://frankfurt.apollo.olxcdn.com:443/v1/files/xmz88ld1ohce-RO/image;s=2000x1231;https://frankfurt.apollo.olxcdn.com:443/v1/files/wloo4rviyk78-RO/image;s=4320x2304;https://frankfurt.apollo.olxcdn.com:443/v1/files/nu0cdcxxi8tv3-RO/image;s=4111x2790;https://frankfurt.apollo.olxcdn.com:443/v1/files/ikippa7sw1lb2-RO/image;s=2000x1496,diesel,automatic,Hatchback,Mini,Countryman,olx_jMuPL,2025-09-11T16:04:00.739200
Vand Mini Cooper S Kit Jcw,26 500 €,26500.0,2023,23 000,N/A,https://www.olx.ro/d/oferta/vand-mini-cooper-s-kit-jcw-IDjNnMj.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/lqsetlkel0ol-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/6yi35oi0h8p41-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/w53bohholjyn1-RO/image;s=756x1008;https://frankfurt.apollo.olxcdn.com:443/v1/files/8p6q0xpkv0b13-RO/image;s=1008x756;https://frankfurt.apollo.olxcdn.com:443/v1/files/vmx68d6kvv7t2-RO/image;s=756x1008,petrol,automatic,Coupe,Mini,Cooper S,olx_jNnMj,2025-09-11T16:04:04.396564
Mini Cooper Countryman,14 900 €,14900.0,2018,128 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-countryman-IDjNcTV.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bx211wjc38gv3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/00xctk9yfqbr-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/v3yd6lqjeghd2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/bk6t0lkcr71m1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bkhvdim2ie5x-RO/image;s=1500x2000,diesel,automatic,SUV,Mini,Countryman,olx_jNcTV,2025-09-11T16:04:09.164390
De Vanzare Cooper S 2024,"34 500 €
Prețul e negociabil",34500.0,2024,6 700,N/A,https://www.olx.ro/d/oferta/de-vanzare-cooper-s-2024-IDjLR33.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2mct80o5qih21-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/uxjgxzxlns031-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/ah9h45f20xoc1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/wbsotnx3h56v2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/grwavicxufn72-RO/image;s=1200x1600,petrol,automatic,Coupe,Unknown,Unknown,olx_jLR33,2025-09-11T16:04:13.136295
Mini Cooper Countryman Sd All4 Awd Diesel,31 550 €,31550.0,2023,72 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-countryman-sd-all4-awd-diesel-IDjMuPL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2kbg1bx7eb4v1-RO/image;s=2000x1174;https://frankfurt.apollo.olxcdn.com:443/v1/files/xmz88ld1ohce-RO/image;s=2000x1231;https://frankfurt.apollo.olxcdn.com:443/v1/files/wloo4rviyk78-RO/image;s=4320x2304;https://frankfurt.apollo.olxcdn.com:443/v1/files/nu0cdcxxi8tv3-RO/image;s=4111x2790;https://frankfurt.apollo.olxcdn.com:443/v1/files/ikippa7sw1lb2-RO/image;s=2000x1496,diesel,automatic,Hatchback,Mini,Countryman,olx_jMuPL,2025-09-11T16:04:18.074351
Mini Cooper Contryman 1 5 Diesel Automatic Euro6,17 000 €,17000.0,2020,91 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-contryman-1-5-diesel-automatic-euro6-IDjMPfF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/taointmo21x42-RO/image;s=1824x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/del8or5jjj2d-RO/image;s=1824x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/f7guhvqtsvoa3-RO/image;s=1824x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/ce20givr4de1-RO/image;s=1824x1368;https://frankfurt.apollo.olxcdn.com:443/v1/files/ec72vv3lbobt1-RO/image;s=1824x1368,diesel,automatic,Berlina,Mini,Unknown,olx_jMPfF,2025-09-11T16:04:22.269988
Mini Countryman F60 2018 Automat,18 900 €,18900.0,2018,52 000,N/A,https://www.olx.ro/d/oferta/mini-countryman-f60-2018-automat-IDjCBV6.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/w3ogq1sspxkh2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/e8sgjv259qfj3-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/368ektddlkn12-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/wh279hmbriwh1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/enk9uibi2iqj-RO/image;s=1000x750,petrol,automatic,SUV,Mini,Countryman,olx_jCBV6,2025-09-11T16:04:27.410082
Mini Countryman One,14 900 €,14900.0,2019,187 000,N/A,https://www.olx.ro/d/oferta/mini-countryman-one-IDjMGBz.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/w178purc5ga41-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ynzetyi3htvm2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/k54czyh6qi8r3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/lty0pg5stir2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/m3tpa5e0xw2p3-RO/image;s=1500x2000,petrol,manual,SUV,Mini,Countryman,olx_jMGBz,2025-09-11T16:04:31.203020
Mini Cooper 1 5 Benzina Impecabil,"17 900 €
Prețul e negociabil",17900.0,2018,40 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-1-5-benzina-impecabil-IDjMsZI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/e8kcbtexa66v3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/h2vk99i8f5yf-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zwfvyau2dt4c2-RO/image;s=743x702;https://frankfurt.apollo.olxcdn.com:443/v1/files/s72tcdzozlgb-RO/image;s=757x725;https://frankfurt.apollo.olxcdn.com:443/v1/files/wdantw2bmvu43-RO/image;s=1000x750,petrol,automatic,Coupe,Mini,Unknown,olx_jMsZI,2025-09-11T16:04:36.063654
Vand Mini Countryman One 1 5 Benzina 12 2019 Km 92 000 15 290 Neg,"15 290 €
Prețul e negociabil",15290.0,2019,92 000,N/A,https://www.olx.ro/d/oferta/vand-mini-countryman-one-1-5-benzina-12-2019-km-92-000-15-290-neg-IDjLVby.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/zt8s660roei02-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/o9t2jsuxgb5c2-RO/image;s=3072x4096;https://frankfurt.apollo.olxcdn.com:443/v1/files/0o4gppldprwj2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/tvmqxz568ruy-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/yc0aoi26yjez-RO/image;s=2000x1500,petrol,automatic,Hatchback,Mini,Countryman,olx_jLVby,2025-09-11T16:04:39.416857
Mini Cooper Unicat,"19 300 €
Prețul e negociabil",19300.0,2018,12 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-unicat-IDjLo1K.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bdkjw1ymyljj1-RO/image;s=2000x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/puzyzf62e3xe3-RO/image;s=2000x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/06q461ib9n4u1-RO/image;s=2000x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/93gg5xg3zuhx2-RO/image;s=2000x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/mjvd6vm2j89u2-RO/image;s=2000x900,petrol,automatic,Coupe,Mini,Unknown,olx_jLo1K,2025-09-11T16:04:44.875291
Mini Cooper Se Electric,23 000 €,23000.0,2024,13 624,N/A,https://www.olx.ro/d/oferta/mini-cooper-se-electric-IDjv9uB.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0s5ojlitdvdn2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9bqlg6vlgu0j3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/0do1le6b3176-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/2rcrs5mjpyu73-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kf5vpz4jxnjt2-RO/image;s=750x1000,electric,automatic,Hatchback,Mini,Cooper S,olx_jv9uB,2025-09-11T16:04:49.178765
Mini Countryman S All4,"23 499 €
Prețul e negociabil",23499.0,2019,105 000,N/A,https://www.olx.ro/d/oferta/mini-countryman-s-all4-IDjLdd2.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5hvuxt8zh2af1-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/mg4c8gynxr3y1-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/40dew4twuy0h-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/8q0wsani9tyo3-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/4pr7xv36boec1-RO/image;s=2048x1536,petrol,automatic,SUV,Mini,Countryman,olx_jLdd2,2025-09-11T16:04:53.023050
Mini Cooper S 70 000 Km,18 000 €,18000.0,2018,70 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-s-70-000-km-IDjKiZk.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/jas120o0pkue2-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/jyo5vj8fabtn3-RO/image;s=576x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/27s2m67hf1s12-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/5ghrx7f3bhcj2-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/1wiyzbwo99vx1-RO/image;s=1024x768,petrol,manual,Coupe,Mini,Cooper S,olx_jKiZk,2025-09-11T16:04:57.661420
Mini Cooper Pachet Jhon Cooper Works Int Ext 58000 Km,"17 490 €
Prețul e negociabil",17490.0,2018,58 000,N/A,https://www.olx.ro/d/oferta/mini-cooper-pachet-jhon-cooper-works-int-ext-58000-km-IDjEqwr.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6bxxgdqgksyq1-RO/image;s=1000x674;https://frankfurt.apollo.olxcdn.com:443/v1/files/5i9idkkmhvad-RO/image;s=1000x993;https://frankfurt.apollo.olxcdn.com:443/v1/files/ydxss5orc0v13-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8fuxwknqgvb11-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0ttyrzhl7doc-RO/image;s=750x1000,petrol,automatic,Hatchback,Mini,Unknown,olx_jEqwr,2025-09-11T16:05:01.493583
Mini Cooper S 2 0 192 Cp 2021 Tva Deductibil Unic Proprietar,"25 500 €
Prețul e negociabil",25500.0,2021,23 900,N/A,https://www.olx.ro/d/oferta/mini-cooper-s-2-0-192-cp-2021-tva-deductibil-unic-proprietar-IDjBqmd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/b3sgllkdllth2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/gk7buug9dijo2-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/pupjxim7x3hc2-RO/image;s=1000x982;https://frankfurt.apollo.olxcdn.com:443/v1/files/3ji96ob38zv83-RO/image;s=907x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ghtnyj10ic8r2-RO/image;s=751x1000,petrol,automatic,Coupe,Mini,Cooper S,olx_jBqmd,2025-09-11T16:05:06.714639
