titlu,pret_text,pret_numeric,an,kilometraj,locatie,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Cupra Formentor 2021 07 1 5Tsi Hybrid 245 Cp Distronic Camere Carplay,21 999 €,21999.0,2021,142 400,N/A,https://www.olx.ro/d/oferta/cupra-formentor-2021-07-1-5tsi-hybrid-245-cp-distronic-camere-carplay-IDjLije.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6m79iyx29fxt-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/evrdgiud34zl-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/ciarx8iz2y981-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/qcoq20c8z1pf2-RO/image;s=1179x865;https://frankfurt.apollo.olxcdn.com:443/v1/files/35ofssk8uqle1-RO/image;s=1179x891,hybrid,automatic,SUV,Cupra,Formentor,olx_jLije,2025-09-11T15:57:39.460087
Cupra Formentor Cupra Formentor Vz 2 0 Tsi 4Drive Dsg 310 Cp,34 700 €,34700.0,2022,31 000,N/A,https://www.olx.ro/d/oferta/cupra-formentor-cupra-formentor-vz-2-0-tsi-4drive-dsg-310-cp-IDjv54J.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/7944j3m0zyew2-RO/image;s=2040x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/0rv3623bngud-RO/image;s=2040x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/csch1jin7h501-RO/image;s=2040x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/5sx9qbz98djj-RO/image;s=2040x1360;https://frankfurt.apollo.olxcdn.com:443/v1/files/k2qkxl1w51a93-RO/image;s=2040x1360,petrol,automatic,SUV,Cupra,Formentor,olx_jv54J,2025-09-11T15:57:44.572953
Cupra Formentor Vand Cupra Formentor 2022,"31 999 €
Prețul e negociabil",31999.0,2022,78 498,N/A,https://www.olx.ro/d/oferta/cupra-formentor-vand-cupra-formentor-2022-IDisLPX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/wwsggj1axdv32-RO/image;s=1374x800;https://frankfurt.apollo.olxcdn.com:443/v1/files/k60h1995m5iy-RO/image;s=1380x800;https://frankfurt.apollo.olxcdn.com:443/v1/files/vs7mrt561q2i-RO/image;s=1320x800;https://frankfurt.apollo.olxcdn.com:443/v1/files/n9lzuxfcrsq72-RO/image;s=1358x800;https://frankfurt.apollo.olxcdn.com:443/v1/files/31adb81kygt72-RO/image;s=1352x800,petrol,automatic,SUV,Cupra,Formentor,olx_isLPX,2025-09-11T15:57:47.651141
Vand Schimb Ford Mondeo Vignale Hybrid,14 250 €,14250.0,2018,165 000,N/A,https://www.olx.ro/d/oferta/vand-schimb-ford-mondeo-vignale-hybrid-IDjHxLQ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rxzn2nnmjzfj-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/0glhxrx8ogrf1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/4vcsvqir8h68-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/yh8z481y7zyf1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/qn9k8f3zw29m1-RO/image;s=2000x1500,hybrid,automatic,Berlina,Ford,Mondeo,olx_jHxLQ,2025-09-11T15:57:53.029934
Ford Mondeo Fhev St Line,18 500 €,18500.0,2019,72 301,N/A,https://www.olx.ro/d/oferta/ford-mondeo-fhev-st-line-IDjoC3t.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r2b3pae4ysdq1-RO/image;s=5775x3850;https://frankfurt.apollo.olxcdn.com:443/v1/files/zmx3ogwjq9qz1-RO/image;s=5953x3969;https://frankfurt.apollo.olxcdn.com:443/v1/files/kdftsqxv7k5b3-RO/image;s=2000x1333;https://frankfurt.apollo.olxcdn.com:443/v1/files/0sp1p0moqfg52-RO/image;s=2000x1333;https://frankfurt.apollo.olxcdn.com:443/v1/files/k3eh8azz76wj-RO/image;s=2000x1333,hybrid,automatic,Berlina,Ford,Mondeo,olx_joC3t,2025-09-11T15:57:57.159417
Ford Kuga St Line 2 0 Tdci Mhev Revizie Nou Distributie Schimbat,15 490 €,15490.0,2021,199 000,N/A,https://www.olx.ro/d/oferta/ford-kuga-st-line-2-0-tdci-mhev-revizie-nou-distributie-schimbat-IDjMEug.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/cumtap6zfw75-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/hzakrdw8qnda2-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5fa7uypz3u2z-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/b0k53jbhrc472-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bhxcw6ejka661-RO/image;s=1000x1000,hybrid,manual,SUV,Ford,Kuga,olx_jMEug,2025-09-11T15:58:00.003292
Ford Kuga 1 5 Ecoboost,"10 800 €
Prețul e negociabil",10800.0,2017,126 000,N/A,https://www.olx.ro/d/oferta/ford-kuga-1-5-ecoboost-IDjIHSA.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/vldq7lsm485i3-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cvtqlok709dx1-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/pj14vcvtibe2-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jnnj6rn9q4dc1-RO/image;s=751x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/dqvtvt4rez853-RO/image;s=751x1000,petrol,manual,SUV,Ford,Kuga,olx_jIHSA,2025-09-11T15:58:05.612500
Ford Kuga 2 0 Ecoblue 190 Cp 4X4 8 1 Aut Titanium X,"19 900 €
Prețul e negociabil",19900.0,2020,N/A,N/A,https://www.olx.ro/d/oferta/ford-kuga-2-0-ecoblue-190-cp-4x4-8-1-aut-titanium-x-IDjFLHR.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/nywfxltwsxr31-RO/image;s=4000x3000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0gu5zucbwuvd1-RO/image;s=4000x3000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ra7pyx1ttgpn-RO/image;s=3000x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/sz5xlbrzo12d3-RO/image;s=3000x4000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d8jqmwlyb63e1-RO/image;s=4000x3000,diesel,automatic,SUV,Ford,Kuga,olx_jFLHR,2025-09-11T15:58:10.076554
Ford Kuga Istoric Service Doar In Rep Ford,"12 300 €
Prețul e negociabil",12300.0,2017,156 290,N/A,https://www.olx.ro/d/oferta/ford-kuga-istoric-service-doar-in-rep-ford-IDjkjDX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8q64i3nupupw-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/lc0vc1m58uev1-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/1hfizly45oqz2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/9kdirzd6unhn2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/wyie0zzapgno3-RO/image;s=3000x3000,diesel,automatic,SUV,Ford,Kuga,olx_jkjDX,2025-09-11T15:58:13.939059
Ford Kuga Titanium 2019 Diesel 4X4 Automat,13 500 €,13500.0,2019,110 000,N/A,https://www.olx.ro/d/oferta/ford-kuga-titanium-2019-diesel-4x4-automat-IDjJTvW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ij4a7jcmnf152-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/8mkj6y7rv56c3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/5kwru72ku4vy-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/ky6z065c92im-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/m52oayehdllk1-RO/image;s=1000x750,diesel,automatic,SUV,Ford,Kuga,olx_jJTvW,2025-09-11T15:58:18.313055
Ford Puma 2025 155Cp,23 200 €,23200.0,2025,13 300,N/A,https://www.olx.ro/d/oferta/ford-puma-2025-155cp-IDjqYII.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3md2i1q7lfm72-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/2jkcq10k56zv3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d7aa8ncfrfjb1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/tk6nti6dwvud1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/h808u8toisxp3-RO/image;s=1000x750,hybrid,automatic,Hatchback,Ford,Puma,olx_jqYII,2025-09-11T15:58:24.086386
Ford Mondeo Vignale 2019,"19 318 €
Prețul e negociabil",19318.0,2019,108 000,N/A,https://www.olx.ro/d/oferta/ford-mondeo-vignale-2019-IDiDuYh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dn9hjaszkufi1-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mcchloat9nog3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7rzzkfcxro953-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/khs486gjc7iu3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/yf5vly8a4ld73-RO/image;s=2000x1500,diesel,automatic,Berlina,Ford,Mondeo,olx_iDuYh,2025-09-11T15:58:28.100913
Ford Puma St Line X Mhev Hibrid 155 Cp,16 000 €,16000.0,2020,70.000,N/A,https://www.olx.ro/d/oferta/ford-puma-st-line-x-mhev-hibrid-155-cp-IDjA8qz.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ay08trglulx9-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/itb8by1e6djd-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/mq81qdz43yd52-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/7o4hiwebu4pt3-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/5a7l4g54igxs2-RO/image;s=4032x3024,hybrid,manual,SUV,Ford,Puma,olx_jA8qz,2025-09-11T15:58:32.396961
Ford Mondeo Titanium 2021 Automat 2 0 Diesel 150Cp,13 900 €,13900.0,2021,159 000,N/A,https://www.olx.ro/d/oferta/ford-mondeo-titanium-2021-automat-2-0-diesel-150cp-IDjMLE6.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bkzcyk6ykmis1-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/hfeumhl6j6nk3-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/fwqof5gtvctc3-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/nyn8nxe9s7ti1-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/gkq1w6m8g8we2-RO/image;s=1024x769,diesel,automatic,Berlina,Ford,Mondeo,olx_jMLE6,2025-09-11T15:58:35.652594
Ford Mondeo Titanium 2021 Automat 2 0 Diesel 150Cp,13 900 €,13900.0,2021,159 000,N/A,https://www.olx.ro/d/oferta/ford-mondeo-titanium-2021-automat-2-0-diesel-150cp-IDjMLE6.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/bkzcyk6ykmis1-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/hfeumhl6j6nk3-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/fwqof5gtvctc3-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/nyn8nxe9s7ti1-RO/image;s=1024x769;https://frankfurt.apollo.olxcdn.com:443/v1/files/gkq1w6m8g8we2-RO/image;s=1024x769,diesel,automatic,Berlina,Ford,Mondeo,olx_jMLE6,2025-09-11T15:58:39.866069
Ford Mondeo Mk5 2 0 Diesel,"12 690 €
Prețul e negociabil",12690.0,2018,91 400,N/A,https://www.olx.ro/d/oferta/ford-mondeo-mk5-2-0-diesel-IDjNjM3.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/44rioc7ut2gu-RO/image;s=1024x823;https://frankfurt.apollo.olxcdn.com:443/v1/files/plyo99tv2ff7-RO/image;s=1024x779;https://frankfurt.apollo.olxcdn.com:443/v1/files/7eo75324k1p03-RO/image;s=1024x580;https://frankfurt.apollo.olxcdn.com:443/v1/files/t99c2n25gk9s2-RO/image;s=992x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/8eupi166ug1d3-RO/image;s=1024x964,diesel,manual,Berlina,Ford,Mondeo,olx_jNjM3,2025-09-11T15:58:44.562798
Ford Kuga Istoric Service Doar In Rep Ford,"12 300 €
Prețul e negociabil",12300.0,2017,156 290,N/A,https://www.olx.ro/d/oferta/ford-kuga-istoric-service-doar-in-rep-ford-IDjkjDX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/8q64i3nupupw-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/lc0vc1m58uev1-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/1hfizly45oqz2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/9kdirzd6unhn2-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/wyie0zzapgno3-RO/image;s=3000x3000,diesel,automatic,SUV,Ford,Kuga,olx_jkjDX,2025-09-11T15:58:49.126145
Ford Puma 5 Usi St Line 1 0 L Ecoboost Hybrid Mhev,"20 300 €
Prețul e negociabil",20300.0,2022,25 000,N/A,https://www.olx.ro/d/oferta/ford-puma-5-usi-st-line-1-0-l-ecoboost-hybrid-mhev-IDjHlpj.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/runtpdrw5els1-RO/image;s=2736x3648;https://frankfurt.apollo.olxcdn.com:443/v1/files/gu93qve1iwht-RO/image;s=2662x2830;https://frankfurt.apollo.olxcdn.com:443/v1/files/cet1urld7n8b-RO/image;s=2736x3648;https://frankfurt.apollo.olxcdn.com:443/v1/files/trm36753iy7q-RO/image;s=2736x3648;https://frankfurt.apollo.olxcdn.com:443/v1/files/zqa35129ox88-RO/image;s=2185x3728,electric,automatic,"//schema.org/UsedCondition""}}",Ford,Puma,olx_jHlpj,2025-09-11T15:58:54.269225
Ford Kuga St Line,"14 100 €
Prețul e negociabil",14100.0,2017,154 000,N/A,https://www.olx.ro/d/oferta/ford-kuga-st-line-IDjKFRK.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ax96qevpb7vz2-RO/image;s=1206x540;https://frankfurt.apollo.olxcdn.com:443/v1/files/vv625r1d4a12-RO/image;s=1206x540;https://frankfurt.apollo.olxcdn.com:443/v1/files/9xfpuhc2eyz43-RO/image;s=1206x540;https://frankfurt.apollo.olxcdn.com:443/v1/files/evrgn06hqtme3-RO/image;s=1206x540;https://frankfurt.apollo.olxcdn.com:443/v1/files/h9blfa9hohpq1-RO/image;s=1206x540,diesel,automatic,SUV,Ford,Kuga,olx_jKFRK,2025-09-11T15:58:59.440121
Ford Kuga Titaniumx2 5 Fhev 190 Cp At Awd Proprietar Unic,"26 700 €
Prețul e negociabil",26700.0,2024,29 100,N/A,https://www.olx.ro/d/oferta/ford-kuga-titaniumx2-5-fhev-190-cp-at-awd-proprietar-unic-IDj6Tzs.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qbsrth1cda4u2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/wrqiyyd3s0ag3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/a1oquorpfuo61-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/jj8fanavuy083-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/9pyvwrtrghpd1-RO/image;s=1200x1600,hybrid,N/A,SUV,Ford,Kuga,olx_j6Tzs,2025-09-11T15:59:03.967381
Ford Kuga 2021 1 5 Diesel Extra Full Proprietar In Acte,"16 800 €
Prețul e negociabil",16800.0,2020,176 000,N/A,https://www.olx.ro/d/oferta/ford-kuga-2021-1-5-diesel-extra-full-proprietar-in-acte-IDjNhCL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ngefh1x3b5qm-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1i1izz2yzrxn3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ruzynq48lxks-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/11paizcidsrw2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/e19hr36qqdnz2-RO/image;s=750x1000,diesel,automatic,SUV,Ford,Kuga,olx_jNhCL,2025-09-11T15:59:07.761948
Ford Puma In Garantie 2027,13 500 €,13500.0,2020,46 000,N/A,https://www.olx.ro/d/oferta/ford-puma-in-garantie-2027-IDjKtog.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/c5be1ikcrwd41-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/nihpnzgsy1ym3-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/xx3trb7ez6r13-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/3n4h7zey265g1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ujjze6w69nm51-RO/image;s=1000x750,petrol,manual,"//schema.org/UsedCondition""}}",Ford,Puma,olx_jKtog,2025-09-11T15:59:11.637290
Ford Kuga Automat Tractiune 4X4,12 599 €,12599.0,2020,198 000,N/A,https://www.olx.ro/d/oferta/ford-kuga-automat-tractiune-4x4-IDjNh5K.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1l02wrbotyje2-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/449g39ujawg92-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/sypawh22z8jc2-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/v9z5y84sp1o81-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/3tp89lrcsmee1-RO/image;s=4032x3024,diesel,automatic,SUV,Ford,Kuga,olx_jNh5K,2025-09-11T15:59:15.460945
