titlu,pret_text,pret_numeric,an,kilometraj,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw X3 Xdrive 2 0D X Line,28 900 €,28900.0,2019,100 200,https://www.olx.ro/d/oferta/bmw-x3-xdrive-2-0d-x-line-IDjAxfQ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/f7mzt7wvxtd73-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/lkqfqu5ruvto1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/vei8y2e1khnn3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/3zt8tp9w78bk3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cmn24t66o07h3-RO/image;s=1000x750,diesel,automatic,SUV,BMW,X3,olx_jAxfQ,2025-09-16T14:40:36.728350
Bmw 118I F40 Fab 2022 Proprietar Panoramic Full Led Cockpit Lane,"19 490 €
Prețul e negociabil",19490.0,2022,69 400,https://www.olx.ro/d/oferta/bmw-118i-f40-fab-2022-proprietar-panoramic-full-led-cockpit-lane-IDjO1uh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9cj9tz0onpjp3-RO/image;s=1000x649;https://frankfurt.apollo.olxcdn.com:443/v1/files/dgqls2os0p3d-RO/image;s=1000x693;https://frankfurt.apollo.olxcdn.com:443/v1/files/3zzpte5patac2-RO/image;s=1000x692;https://frankfurt.apollo.olxcdn.com:443/v1/files/2o2247h38v7j-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/eluizzi0sd1g1-RO/image;s=1000x671,petrol,automatic,Hatchback,BMW,Unknown,olx_jO1uh,2025-09-16T14:40:43.100619
X6 4 0D 354 Cp Individual 2025 Full Km Reali In Garantie,88 990 €,88990.0,2025,28 000,https://www.olx.ro/d/oferta/x6-4-0d-354-cp-individual-2025-full-km-reali-in-garantie-IDjOt93.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/49gjly9o49i72-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/xva37n8h8hd8-RO/image;s=1000x646;https://frankfurt.apollo.olxcdn.com:443/v1/files/hx2x39fcqzrp1-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/fn55uk4kz6jz-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/cr7lsyt2bw7g3-RO/image;s=1000x666,diesel,automatic,SUV,Unknown,Unknown,olx_jOt93,2025-09-16T14:40:49.908362
Bmw X1 2 0D 2023 Inmatriculat Ro,30 990 €,30990.0,2023,129 900,https://www.olx.ro/d/oferta/bmw-x1-2-0d-2023-inmatriculat-ro-IDjJRDd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ulo4nb7b49wn2-RO/image;s=4000x2171;https://frankfurt.apollo.olxcdn.com:443/v1/files/n8bfj9czl2703-RO/image;s=3906x2147;https://frankfurt.apollo.olxcdn.com:443/v1/files/bkpuvu4gofu3-RO/image;s=3000x3230;https://frankfurt.apollo.olxcdn.com:443/v1/files/oc2t55samaah1-RO/image;s=2611x2443;https://frankfurt.apollo.olxcdn.com:443/v1/files/fde2os35if3u1-RO/image;s=4000x3000,diesel,automatic,SUV,BMW,X1,olx_jJRDd,2025-09-16T14:40:56.356558
Bmw X3 M40I M Performance 360 Cp,"35 500 €
Prețul e negociabil",35500.0,2018,138 000,https://www.olx.ro/d/oferta/bmw-x3-m40i-m-performance-360-cp-IDjxAd6.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fen7fi8zggiy2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/oziba3kn7sk81-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/nib2u3bwtwnp1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/mrae78pfs00v3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/w8pgfj1b4oao-RO/image;s=1000x750,petrol,automatic,SUV,BMW,M4,olx_jxAd6,2025-09-16T14:41:16.797992
Bmw M850I Gran Coupe Individual Km Reali,47 990 €,47990.0,2021,155 000,https://www.olx.ro/d/oferta/bmw-m850i-gran-coupe-individual-km-reali-IDj6D9z.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r80ay199i4fe2-RO/image;s=1000x623;https://frankfurt.apollo.olxcdn.com:443/v1/files/ugg37clcyyi9-RO/image;s=1000x725;https://frankfurt.apollo.olxcdn.com:443/v1/files/16adj6cyl8fi3-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/wzz1xjxv4hp11-RO/image;s=1000x642;https://frankfurt.apollo.olxcdn.com:443/v1/files/apicb324jw6m3-RO/image;s=1000x666,petrol,automatic,Berlina,BMW,M8,olx_j6D9z,2025-09-16T14:41:31.986406
Bmw X5 45E Hybrid Performance,47 999 €,47999.0,2020,184 648,https://www.olx.ro/d/oferta/bmw-x5-45e-hybrid-performance-IDjM2BW.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/jc62a08xawo41-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/96ysxacf82oj3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/yunso99my9ns-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jz0wre4cq7pk3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/28cwcxatk6ph3-RO/image;s=1500x2000,petrol,automatic,SUV,BMW,X5,olx_jM2BW,2025-09-16T14:41:39.102024
Bmw X5 Xdrive40I Panoramic Head Up Display,"38 499 €
Prețul e negociabil",38499.0,2018,175 900,https://www.olx.ro/d/oferta/bmw-x5-xdrive40i-panoramic-head-up-display-IDjOyqK.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/vb25dnkhtndo1-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/v34bsotd3ilu3-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/oj6fiswjb531-RO/image;s=4032x3024;https://frankfurt.apollo.olxcdn.com:443/v1/files/22v5ksrppnrb-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/4p5pvpqtszvf-RO/image;s=4032x3024,petrol,automatic,SUV,BMW,X5,olx_jOyqK,2025-09-16T14:41:46.755097
Bmw Seria 5 G30 265 Cp Xdrive,"26 500 €
Prețul e negociabil",26500.0,2017,185 780,https://www.olx.ro/d/oferta/bmw-seria-5-g30-265-cp-xdrive-IDjteQF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uv6zqokjuz8n1-RO/image;s=800x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0m2asekwef02-RO/image;s=800x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ndorkhwnom3s1-RO/image;s=800x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8pjc9oe6mge23-RO/image;s=800x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/4to2mgx1vopb3-RO/image;s=800x1000,diesel,automatic,Berlina,BMW,Seria 5,olx_jteQF,2025-09-16T14:41:53.562452
Bmw 118I F40 Fab 2022 Proprietar Panoramic Full Led Cockpit Lane,"19 490 €
Prețul e negociabil",19490.0,2022,69 400,https://www.olx.ro/d/oferta/bmw-118i-f40-fab-2022-proprietar-panoramic-full-led-cockpit-lane-IDjO1uh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9cj9tz0onpjp3-RO/image;s=1000x649;https://frankfurt.apollo.olxcdn.com:443/v1/files/dgqls2os0p3d-RO/image;s=1000x693;https://frankfurt.apollo.olxcdn.com:443/v1/files/3zzpte5patac2-RO/image;s=1000x692;https://frankfurt.apollo.olxcdn.com:443/v1/files/2o2247h38v7j-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/eluizzi0sd1g1-RO/image;s=1000x671,petrol,automatic,Hatchback,BMW,Unknown,olx_jO1uh,2025-09-16T14:42:06.665579
Bmw Seria2 Gt 1 5 Benzina 136Cp 172 000Km 2021,21 600 €,21600.0,2021,172 000,https://www.olx.ro/d/oferta/bmw-seria2-gt-1-5-benzina-136cp-172-000km-2021-IDjKlAh.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6xrqsjbs1bk1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1s1qizkzx2nx1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/lej0o4z1zeov1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/r5t2m3xhu2pg2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/brqu8b386vm73-RO/image;s=1000x750,petrol,automatic,Berlina,BMW,Unknown,olx_jKlAh,2025-09-16T14:42:14.442358
Bmw Seria 5 518D 2021,27 700 €,27700.0,2021,89 700,https://www.olx.ro/d/oferta/bmw-seria-5-518d-2021-IDjN8Pz.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ib9uqy3ibi0s1-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/gylp99kjqg5-RO/image;s=1126x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zn9f5mj2bmdj-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/8a4pv0w4ac372-RO/image;s=2000x1126;https://frankfurt.apollo.olxcdn.com:443/v1/files/jem874oemk2w1-RO/image;s=2000x1126,diesel,automatic,Berlina,BMW,Seria 5,olx_jN8Pz,2025-09-16T14:42:34.234006
Bmw X2 Xdrive20D Aut M Sport X Full,"20 900 €
Prețul e negociabil",20900.0,2018,167 000,https://www.olx.ro/d/oferta/bmw-x2-xdrive20d-aut-m-sport-x-full-IDixUcs.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/67h8s5g1irlh1-RO/image;s=1000x644;https://frankfurt.apollo.olxcdn.com:443/v1/files/iv9cdrocda473-RO/image;s=1000x671;https://frankfurt.apollo.olxcdn.com:443/v1/files/u12435pbg5i63-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/zwkwhvglnxpx1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/e9xkrk1mc8vq2-RO/image;s=1000x750,electric,automatic,SUV,BMW,X2,olx_ixUcs,2025-09-16T14:42:40.367959
Bmw X3 Xdrive 2018 Pachet M Sports Led Panoramic,24 999 €,24999.0,2018,199 000,https://www.olx.ro/d/oferta/bmw-x3-xdrive-2018-pachet-m-sports-led-panoramic-IDjzoRL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/kklpy3sfwepq1-RO/image;s=1000x665;https://frankfurt.apollo.olxcdn.com:443/v1/files/mj5gjl8rense3-RO/image;s=1000x665;https://frankfurt.apollo.olxcdn.com:443/v1/files/01betheergb92-RO/image;s=1000x665;https://frankfurt.apollo.olxcdn.com:443/v1/files/o5foheb4npjt2-RO/image;s=1000x665;https://frankfurt.apollo.olxcdn.com:443/v1/files/e6wxxbdx3aa21-RO/image;s=1000x665,diesel,automatic,SUV,BMW,X3,olx_jzoRL,2025-09-16T14:42:46.873974
Bmw X4 2019 2 0D 190Cp Xdrive Automat M Sport Led Navi Trapa,"35 500 €
Prețul e negociabil",35500.0,2019,175 000,https://www.olx.ro/d/oferta/bmw-x4-2019-2-0d-190cp-xdrive-automat-m-sport-led-navi-trapa-IDjM8LB.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qlzul7xb9dcd2-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/6ughdm09s2gd2-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/to8jc1l9cs9d2-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/z60z0pq9xbzw-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/rg77ljoz6k7s-RO/image;s=1000x563,diesel,N/A,SUV,BMW,X4,olx_jM8LB,2025-09-16T14:42:54.020460
Bmw X6 Individual M50I 530 Cp 2020 Schimb Apartament Brasov Fagaras,"65 000 €
Prețul e negociabil",65000.0,2020,110 000,https://www.olx.ro/d/oferta/bmw-x6-individual-m50i-530-cp-2020-schimb-apartament-brasov-fagaras-IDjGHCv.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/t3tgc0wvgh072-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zrsrfzrevtu31-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ugrfq6yjdl0g2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mke6ohdq77ve3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7yc988970ykw1-RO/image;s=750x1000,petrol,automatic,SUV,BMW,M5,olx_jGHCv,2025-09-16T14:43:29.444422
Mercedes Benz A Class 180D Sedan Amg Line 2020 Tva Deductibil,"26 900 €
Prețul e negociabil",26900.0,2020,49 600,https://www.olx.ro/d/oferta/mercedes-benz-a-class-180d-sedan-amg-line-2020-tva-deductibil-IDjL2AK.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fccfnopxlnxa3-RO/image;s=1600x1078;https://frankfurt.apollo.olxcdn.com:443/v1/files/f90pv7p9hyg93-RO/image;s=1600x1452;https://frankfurt.apollo.olxcdn.com:443/v1/files/q55puxp3o5611-RO/image;s=1570x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/nl7irdi3eheb1-RO/image;s=1600x1438;https://frankfurt.apollo.olxcdn.com:443/v1/files/158miuo1umbe-RO/image;s=1354x1600,diesel,automatic,Berlina,MG,Unknown,olx_jL2AK,2025-09-16T14:44:06.742771
Mercedes B 200 Cdi An 2022 Variante Cu 8 1 Dupa 2016,13 299 €,13299.0,2022,172 000,https://www.olx.ro/d/oferta/mercedes-b-200-cdi-an-2022-variante-cu-8-1-dupa-2016-IDj8VRN.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ot6wnr7tgr4u-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ycdb1rj72cn2-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7q7yhjishkxa1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/lf8tdv1hz26i3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/38iurgo1zv1d2-RO/image;s=1500x2000,diesel,automatic,Hatchback,Unknown,Unknown,olx_j8VRN,2025-09-16T14:44:49.465918
Mercedes Benz Glc 250D 4 Matic Designo Sport Obsidian Black,"26 300 €
Prețul e negociabil",26300.0,2017,153 000,https://www.olx.ro/d/oferta/mercedes-benz-glc-250d-4-matic-designo-sport-obsidian-black-IDjKndw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/j6r0z8yyegrv3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4hpaimctqkfb3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/u7nsmrt4ny8s2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4qjp9rjw69tz-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/sb2gcd0441xr-RO/image;s=1600x1200,diesel,automatic,SUV,Unknown,Unknown,olx_jKndw,2025-09-16T14:44:57.096105
Mercedes Benz Glc 250D 4 Matic Designo Sport Obsidian Black,"26 300 €
Prețul e negociabil",26300.0,2017,153 000,https://www.olx.ro/d/oferta/mercedes-benz-glc-250d-4-matic-designo-sport-obsidian-black-IDjKndw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/j6r0z8yyegrv3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4hpaimctqkfb3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/u7nsmrt4ny8s2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/4qjp9rjw69tz-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/sb2gcd0441xr-RO/image;s=1600x1200,diesel,automatic,SUV,Unknown,Unknown,olx_jKndw,2025-09-16T14:45:31.907590
Mercedes Benz Gle 350D,"29 500 €
Prețul e negociabil",29500.0,2017,180 000,https://www.olx.ro/d/oferta/mercedes-benz-gle-350d-IDjMZeu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2h2vf5se110j2-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/37sis8nb72pr1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/2gf3t9ktz8xl1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/c8suz7w94ly41-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/g1zezqucs3t73-RO/image;s=2000x1500,diesel,automatic,SUV,Unknown,Unknown,olx_jMZeu,2025-09-16T14:45:38.152797
Mercedes Gle Amg 350D 4Matic 2017 Euro6 Masina Personala Ireprosabila,"26 400 €
Prețul e negociabil",26400.0,2017,197 000,https://www.olx.ro/d/oferta/mercedes-gle-amg-350d-4matic-2017-euro6-masina-personala-ireprosabila-IDjGc4H.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/3tpyrukdast92-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/qcnlx9qtrle52-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bopcgtjsbntd1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/9y7mm449mx33-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/u4xckdwxa3p81-RO/image;s=750x1000,diesel,automatic,SUV,MG,Unknown,olx_jGc4H,2025-09-16T14:45:45.119836
Mercedes E 400D 4Matic,43 000 €,43000.0,2019,85 000,https://www.olx.ro/d/oferta/mercedes-e-400d-4matic-IDjJbAO.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dcnostd23s4o1-RO/image;s=1294x1726;https://frankfurt.apollo.olxcdn.com:443/v1/files/kdyfzfi0nkjn-RO/image;s=765x1020;https://frankfurt.apollo.olxcdn.com:443/v1/files/v7e3schnczxp3-RO/image;s=1294x1726;https://frankfurt.apollo.olxcdn.com:443/v1/files/89klv4q9y10n1-RO/image;s=1294x1726;https://frankfurt.apollo.olxcdn.com:443/v1/files/hodr7v2du7982-RO/image;s=1294x1726,diesel,automatic,Coupe,Unknown,Unknown,olx_jJbAO,2025-09-16T14:45:51.980093
Mercedes Benz Gle 400D 4Matic Airmatic 9G Tronic Amg Tva Deductibil,"69 900 €
Prețul e negociabil",69900.0,2020,90 000,https://www.olx.ro/d/oferta/mercedes-benz-gle-400d-4matic-airmatic-9g-tronic-amg-tva-deductibil-IDjL13j.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/gbymyjkvjl192-RO/image;s=2048x1962;https://frankfurt.apollo.olxcdn.com:443/v1/files/yz3uxaip3lqq2-RO/image;s=2048x1516;https://frankfurt.apollo.olxcdn.com:443/v1/files/d1z7io34epjy-RO/image;s=2048x1503;https://frankfurt.apollo.olxcdn.com:443/v1/files/na8ojm0mv2vm1-RO/image;s=2048x1901;https://frankfurt.apollo.olxcdn.com:443/v1/files/t8crfbzjm61a1-RO/image;s=2048x1357,diesel,automatic,SUV,MG,Unknown,olx_jL13j,2025-09-16T14:45:58.746346
