titlu,pret_text,pret_numeric,an,kilometraj,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Vand Bmw 730 X Drive 2017 Proprietar,"29 000 €
Prețul e negociabil",29000.0,2017,143 000,https://www.olx.ro/d/oferta/vand-bmw-730-x-drive-2017-proprietar-IDjAT9D.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/m0u4teox96zv2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4ws0z5obpib8-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/bosdseb6aycz-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/bvf5gkmfh8sh2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ag9o481jvgt92-RO/image;s=1000x750,diesel,automatic,Berlina,BMW,Unknown,olx_jAT9D,2025-09-15T16:04:48.839867
Bmw G20 2020 2 0 Diesel 190 Cp Rate Buy Back,19 999 €,19999.0,2020,150 000,https://www.olx.ro/d/oferta/bmw-g20-2020-2-0-diesel-190-cp-rate-buy-back-IDjN1EL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/58p8bmrvorf6-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8ybdio2ddmtt1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0x9q5zdmt14k1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ck7y01d8a3zi3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/6fwfm4ig0ez82-RO/image;s=1000x709,diesel,automatic,Berlina,BMW,Unknown,olx_jN1EL,2025-09-15T16:04:55.495349
Bmw X6 Pachet M An 2017 313 Cp Impecabil,5 037 €,5037.0,2017,199 000,https://www.olx.ro/d/oferta/bmw-x6-pachet-m-an-2017-313-cp-impecabil-IDjOpLX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qbglbrib89lt3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cscp6xkgamfa1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ym3oao8xmxt3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7s34zn0bdaaj-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/tqjxar2241yu3-RO/image;s=1000x750,diesel,automatic,SUV,BMW,X6,olx_jOpLX,2025-09-15T16:05:09.676096
Bmw X6 G06 2021 Mild Hybrid 4 0 D,69 500 €,69500.0,2021,128 500,https://www.olx.ro/d/oferta/bmw-x6-g06-2021-mild-hybrid-4-0-d-IDjDAi9.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2ym1parqm5tq3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cbiqws543hpi2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ka60l1weogag-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/sf6gzry3cska3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/f5a93c4r26q71-RO/image;s=750x1000,diesel,automatic,SUV,BMW,X6,olx_jDAi9,2025-09-15T16:05:23.818930
Bmw 540I Xdrive 2018 M Paket B58,32 900 €,32900.0,2018,192 000,https://www.olx.ro/d/oferta/bmw-540i-xdrive-2018-m-paket-b58-IDjMvec.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5cdvvpqwz20h-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/mclhcqcj5bmo2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/ah4b1temw1p52-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/7whd86iv029z-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4yvzlpscij1h2-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Unknown,olx_jMvec,2025-09-15T16:05:29.790544
Bmw Seria 5 G30 M Paket,"31 000 €
Prețul e negociabil",31000.0,2018,79 000,https://www.olx.ro/d/oferta/bmw-seria-5-g30-m-paket-IDjOp7g.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/15ubzkpqn38k2-RO/image;s=1200x1183;https://frankfurt.apollo.olxcdn.com:443/v1/files/l85evccx1ioh3-RO/image;s=1600x805;https://frankfurt.apollo.olxcdn.com:443/v1/files/7wjq88f3x4vp1-RO/image;s=1297x981;https://frankfurt.apollo.olxcdn.com:443/v1/files/sxbh1xiigdcq1-RO/image;s=902x957;https://frankfurt.apollo.olxcdn.com:443/v1/files/g6rsas5teo4d3-RO/image;s=1200x1600,diesel,automatic,Berlina,BMW,Seria 5,olx_jOp7g,2025-09-15T16:05:37.858303
Bmw 320I 2020 M,"25 900 €
Prețul e negociabil",25900.0,2020,150 000,https://www.olx.ro/d/oferta/bmw-320i-2020-m-IDjCIUu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fwb5mu7mpbl41-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ht7jmq2ico582-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ej6ye37ttruz1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/py8cyx5tshw81-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/d759en5o6iiv2-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Unknown,olx_jCIUu,2025-09-15T16:06:08.115645
De Vanzare Bmw Seria 4 M Packet Harman Kardon2 0D Mhybrid Xdrive 2023,"37 500 €
Prețul e negociabil",37500.0,2023,99 000,https://www.olx.ro/d/oferta/de-vanzare-bmw-seria-4-m-packet-harman-kardon2-0d-mhybrid-xdrive-2023-IDjEVbn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/rym2g3gt00aj3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/abr58jwn9xao1-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/jtumisoy8qtm2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/rio1vwleq3v61-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/pdoxcuao9kgs2-RO/image;s=750x1000,diesel,automatic,Hatchback,BMW,Seria 4,olx_jEVbn,2025-09-15T16:06:15.403678
Bmw X3 Xdrive30E Plug In Hybrid M Sport Int Ext 292 Cp 2020 Euro 6D,"31 000 €
Prețul e negociabil",31000.0,2020,111 000,https://www.olx.ro/d/oferta/bmw-x3-xdrive30e-plug-in-hybrid-m-sport-int-ext-292-cp-2020-euro-6d-IDhNgTn.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1i304431i59x-RO/image;s=1000x723;https://frankfurt.apollo.olxcdn.com:443/v1/files/lme4bzlfei7n-RO/image;s=1000x703;https://frankfurt.apollo.olxcdn.com:443/v1/files/zo9aelkcrabu3-RO/image;s=1000x703;https://frankfurt.apollo.olxcdn.com:443/v1/files/suxf2mznzq1t-RO/image;s=1000x707;https://frankfurt.apollo.olxcdn.com:443/v1/files/v2n1v62gxmjq-RO/image;s=1000x726,hybrid,automatic,SUV,BMW,X3,olx_hNgTn,2025-09-15T16:06:22.282486
Bmw Seria 4 Grancoupe 420D Xdrive M Pack,"41 000 €
Prețul e negociabil",41000.0,2023,61 000,https://www.olx.ro/d/oferta/bmw-seria-4-grancoupe-420d-xdrive-m-pack-IDjJgsj.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/13yd837mgyg82-RO/image;s=945x591;https://frankfurt.apollo.olxcdn.com:443/v1/files/qayjt5wpt83u1-RO/image;s=945x594;https://frankfurt.apollo.olxcdn.com:443/v1/files/hn6rf9dahdpn1-RO/image;s=1000x606;https://frankfurt.apollo.olxcdn.com:443/v1/files/9nfm79f1ok8u-RO/image;s=640x613;https://frankfurt.apollo.olxcdn.com:443/v1/files/ye2ay1m6m5ra-RO/image;s=1000x583,diesel,automatic,Berlina,BMW,Seria 4,olx_jJgsj,2025-09-15T16:06:29.348608
Bmw X6 Ozn M Pachet Mild Hybrid,56 000 €,56000.0,2022,135 000,https://www.olx.ro/d/oferta/bmw-x6-ozn-m-pachet-mild-hybrid-IDjKZWu.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9lz6p6z1pw2l-RO/image;s=1600x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/ubx04phqm8tj1-RO/image;s=1600x994;https://frankfurt.apollo.olxcdn.com:443/v1/files/9g54vdpbms171-RO/image;s=1600x1078;https://frankfurt.apollo.olxcdn.com:443/v1/files/lmq34oo94ny51-RO/image;s=1600x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/ktbnw4o1y2qf3-RO/image;s=768x1024,diesel,automatic,SUV,BMW,X6,olx_jKZWu,2025-09-15T16:06:50.933861
Bmw G20 2020 2 0 Diesel 190 Cp Rate Buy Back,19 999 €,19999.0,2020,150 000,https://www.olx.ro/d/oferta/bmw-g20-2020-2-0-diesel-190-cp-rate-buy-back-IDjN1EL.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/58p8bmrvorf6-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8ybdio2ddmtt1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0x9q5zdmt14k1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ck7y01d8a3zi3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/6fwfm4ig0ez82-RO/image;s=1000x709,diesel,automatic,Berlina,BMW,Unknown,olx_jN1EL,2025-09-15T16:06:58.258204
Bmw Seria 5 530I 252 Cp Luxury Line,22 990 €,22990.0,2017,158 100,https://www.olx.ro/d/oferta/bmw-seria-5-530i-252-cp-luxury-line-IDjKpkt.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ojv477vvmuxs-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/gfjrbb0ib4xy-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/cxv9ijoshyu23-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/39qdjonls4gd-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/phgx9g9jftbm2-RO/image;s=750x1000,petrol,automatic,Berlina,BMW,Seria 5,olx_jKpkt,2025-09-15T16:08:11.980443
Bmw X6 G06 Alb Perlat Extragarantie Bmw Leasing 3 0Diesel Mildhibrid,"55 900 €
Prețul e negociabil",55900.0,2022,110 549,https://www.olx.ro/d/oferta/bmw-x6-g06-alb-perlat-extragarantie-bmw-leasing-3-0diesel-mildhibrid-IDjJgeT.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hqgivl1cgc9c2-RO/image;s=1000x644;https://frankfurt.apollo.olxcdn.com:443/v1/files/vmysdz5wnbf9-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/t70m1rxismq03-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/mentluvyzwcn3-RO/image;s=1000x751;https://frankfurt.apollo.olxcdn.com:443/v1/files/1wr9uok2ce3r1-RO/image;s=1000x650,hybrid,automatic,SUV,BMW,X6,olx_jJgeT,2025-09-15T16:08:59.706390
Bmw X3 Drive 2 0 I Km 76 000,"23 800 €
Prețul e negociabil",23800.0,2018,76 000,https://www.olx.ro/d/oferta/bmw-x3-drive-2-0-i-km-76-000-IDjIgEd.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/w7g0ncmjcwmn3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/zhyh9vv00or61-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/m2aydq0f9hs83-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/5q8xs63bsxx4-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/n89du8kfh0zx-RO/image;s=1500x2000,petrol,automatic,SUV,BMW,X3,olx_jIgEd,2025-09-15T16:09:07.703894
Bmw 640I Gt Xdrive 340Hp,28 000 €,28000.0,2018,145 100,https://www.olx.ro/d/oferta/bmw-640i-gt-xdrive-340hp-IDizX1o.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2k3bslif340z2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/1ilw14ufbig13-RO/image;s=1000x848;https://frankfurt.apollo.olxcdn.com:443/v1/files/5q61e53l34jl-RO/image;s=1000x742;https://frankfurt.apollo.olxcdn.com:443/v1/files/3gpzl72p1g522-RO/image;s=1000x763;https://frankfurt.apollo.olxcdn.com:443/v1/files/8oz9w7h5tni43-RO/image;s=750x1000,petrol,automatic,Coupe,BMW,Unknown,olx_izX1o,2025-09-15T16:09:14.595004
Mercedes Benz S Klasse,"50 000 €
Prețul e negociabil",50000.0,2019,119 000,https://www.olx.ro/d/oferta/mercedes-benz-s-klasse-IDjDFt5.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fhylzj3nj9y43-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/5cjrlqbvh14e2-RO/image;s=1478x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/ytlloimco2at-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/0h3i39ih4pst-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/5nkbiv2m5jx11-RO/image;s=2000x934,diesel,automatic,Berlina,Unknown,Unknown,olx_jDFt5,2025-09-15T16:10:09.389740
Mercedes Benz Gle 300 D Premium Plus 4 Matic 272 Cp Mhev,50 000 €,50000.0,2022,68 000,https://www.olx.ro/d/oferta/mercedes-benz-gle-300-d-premium-plus-4-matic-272-cp-mhev-IDjLTAF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/r1sxtsm7c1bu3-RO/image;s=877x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/3yapt7x3h3xr2-RO/image;s=953x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/oljvdbaxlcgf-RO/image;s=776x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/a745t3qg261k2-RO/image;s=1000x672;https://frankfurt.apollo.olxcdn.com:443/v1/files/pwquz1bsglhv3-RO/image;s=902x1000,hybrid,automatic,SUV,Unknown,Unknown,olx_jLTAF,2025-09-15T16:10:16.145414
Mercedes Benz Gle Coupe Amg 4 Matic 3 0D,"60 900 €
Prețul e negociabil",60900.0,2022,125 000,https://www.olx.ro/d/oferta/mercedes-benz-gle-coupe-amg-4-matic-3-0d-IDiYBSa.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/599fth3e1qnn2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/hxw2xg7qjvox1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/8gc012211k6u3-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/18c4vfofw6ue-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/e3pd0qd4lf5j2-RO/image;s=1600x1200,diesel,automatic,Coupe,MG,Unknown,olx_iYBSa,2025-09-15T16:10:22.787402
Vand Mercedes Glc 220 Variante Lexus,"17 000 €
Prețul e negociabil",17000.0,2017,180 300,https://www.olx.ro/d/oferta/vand-mercedes-glc-220-variante-lexus-IDhW0PR.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/297sq7q8rbt53-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/86h6xxowh4i13-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/rbixpdytj5qm-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/k7d08t34lis6-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/2n4wvwpm4kag3-RO/image;s=750x1000,diesel,automatic,SUV,Lexus,Unknown,olx_hW0PR,2025-09-15T16:10:30.457692
Vand Mercedes Benz S 400 Long,"54 900 €
Prețul e negociabil",54900.0,2021,96 194,https://www.olx.ro/d/oferta/vand-mercedes-benz-s-400-long-IDjJKSF.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/hciv5p61tba02-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/2huux0kpwb82-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/0xnwhze8u45u3-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7yiiyc1yd098-RO/image;s=1500x2000;https://frankfurt.apollo.olxcdn.com:443/v1/files/r2fjwryrq38g2-RO/image;s=1500x2000,diesel,automatic,Berlina,Unknown,Unknown,olx_jJKSF,2025-09-15T16:10:38.495053
Vand Mercedes Cls 400D 4Matic,57 000 €,57000.0,2021,50 000,https://www.olx.ro/d/oferta/vand-mercedes-cls-400d-4matic-IDjOpYb.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/y0sxe7dzgs0a2-RO/image;s=1000x855;https://frankfurt.apollo.olxcdn.com:443/v1/files/x4mhpyj18vo92-RO/image;s=1000x836;https://frankfurt.apollo.olxcdn.com:443/v1/files/f4xzqc5fbnq63-RO/image;s=1000x783;https://frankfurt.apollo.olxcdn.com:443/v1/files/eba7jiftsbvb-RO/image;s=1000x807;https://frankfurt.apollo.olxcdn.com:443/v1/files/sr6v7jkuc7f4-RO/image;s=1000x563,diesel,automatic,Berlina,Unknown,Unknown,olx_jOpYb,2025-09-15T16:10:53.257622
Mercedes Glc 250 Coupe 204 Cp,28 800 €,28800.0,2018,130 000,https://www.olx.ro/d/oferta/mercedes-glc-250-coupe-204-cp-IDiLt1E.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/2flffqph1djn1-RO/image;s=945x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/vn9kt7nxf5s43-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/koaqlgajc455-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/6r60gyy375qb-RO/image;s=720x1544;https://frankfurt.apollo.olxcdn.com:443/v1/files/789y6y358nlw1-RO/image;s=1500x2000,diesel,automatic,Coupe,Unknown,Unknown,olx_iLt1E,2025-09-15T16:11:08.030436
Mercedes C400 Amg Line,26 900 €,26900.0,2017,99 999,https://www.olx.ro/d/oferta/mercedes-c400-amg-line-IDjHkeX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/brlp37h7pgcl2-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/dzaadywg4cmu-RO/image;s=540x720;https://frankfurt.apollo.olxcdn.com:443/v1/files/kgh2ccbge5zv2-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/uqwoy4clgtfk2-RO/image;s=2048x1536;https://frankfurt.apollo.olxcdn.com:443/v1/files/7iw9m2icrkp12-RO/image;s=2048x1536,petrol,automatic,Berlina,MG,Unknown,olx_jHkeX,2025-09-15T16:11:23.520742
