titlu,pret_text,pret_numeric,an,kilometraj,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Bmw G20 M,23 900 €,23900.0,2019,152 000,https://www.olx.ro/d/oferta/bmw-g20-m-IDjGNDm.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6aitmob7f2sp-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/f7k28tpnvqmc1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/6rh6lm4s08r43-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/3ab3tbh8ya493-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/12de7j8qpxwh1-RO/image;s=1290x962,diesel,automatic,Berlina,BMW,Unknown,olx_jGNDm,2025-09-17T13:39:39.705406
Bmw 530 Xdrive M Paket,"28 500 €
Prețul e negociabil",28500.0,2017,150 000,https://www.olx.ro/d/oferta/bmw-530-xdrive-m-paket-IDjJHto.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/qn0bzxlmw0zl2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cu0jk0n9r62k2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/5ekett4yxdrb2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/rk4ug1wc3v561-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/l7h7i0yg1u7k3-RO/image;s=750x1000,diesel,automatic,Berlina,BMW,Unknown,olx_jJHto,2025-09-17T13:39:45.666869
Vand Bmw 218 I Inmatriculat Ro,7 500 €,7500.0,2018,200 000,https://www.olx.ro/d/oferta/vand-bmw-218-i-inmatriculat-ro-IDjOKbA.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/1fmmjfdjvlgy1-RO/image;s=1512x2016;https://frankfurt.apollo.olxcdn.com:443/v1/files/9llzakmg7z4t-RO/image;s=1512x2016;https://frankfurt.apollo.olxcdn.com:443/v1/files/a158yasx31qn3-RO/image;s=1512x2016;https://frankfurt.apollo.olxcdn.com:443/v1/files/3qbnqo9hpd6u2-RO/image;s=1512x2016;https://frankfurt.apollo.olxcdn.com:443/v1/files/gbgdx86jd69u-RO/image;s=1512x2016,petrol,manual,Berlina,BMW,Unknown,olx_jOKbA,2025-09-17T13:40:06.852217
Bmw Seria 5 G30 M550I 4 4 V8 Night Vision Bowers Wilkins Masaj Full,"33 200 €
Prețul e negociabil",33200.0,2018,148 000,https://www.olx.ro/d/oferta/bmw-seria-5-g30-m550i-4-4-v8-night-vision-bowers-wilkins-masaj-full-IDjOJc5.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5d633svgw0dz2-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/rcb49i9gu1ch3-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/qtp273xxf3pr-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/2a42rxs24ao73-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/oahegtcy0bsd2-RO/image;s=1536x2048,petrol,automatic,Berlina,BMW,Seria 5,olx_jOJc5,2025-09-17T13:41:11.568553
Bmw 520D G30 Seria 5 M Trapa Head Up Harman Kardon Camere 360 Carplay,"23 300 €
Prețul e negociabil",23300.0,2018,198 000,https://www.olx.ro/d/oferta/bmw-520d-g30-seria-5-m-trapa-head-up-harman-kardon-camere-360-carplay-IDjOJ8U.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/68iuimmkahb53-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/tcu4lqzel1ce-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/sqdbbzh5lbqf2-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/e5tlwu0bkofo-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/cvt634q4pau82-RO/image;s=3024x4032,diesel,automatic,Berlina,BMW,Seria 5,olx_jOJ8U,2025-09-17T13:41:35.942270
Bmw X5 3 0D Mild Hybrid 298Cp M Paket Pro Panorama Iconic Glow,"78 000 €
Prețul e negociabil",78000.0,2025,15 000,https://www.olx.ro/d/oferta/bmw-x5-3-0d-mild-hybrid-298cp-m-paket-pro-panorama-iconic-glow-IDjOcIM.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dgrnk80caynq3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/1z9ezh9sktp21-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/3pp9fo52f9rh3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/x3pbc51mrv6n2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/4d8muxfnjttb-RO/image;s=1000x750,electric,automatic,SUV,BMW,X5,olx_jOcIM,2025-09-17T13:41:43.843724
Vand Bmw 520E 30 000Km Garantie Bmw 24Luni,36 000 €,36000.0,2022,30 500,https://www.olx.ro/d/oferta/vand-bmw-520e-30-000km-garantie-bmw-24luni-IDjJSaS.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/uncsklbxxia71-RO/image;s=754x1356;https://frankfurt.apollo.olxcdn.com:443/v1/files/hu5imzscqyo91-RO/image;s=678x1143;https://frankfurt.apollo.olxcdn.com:443/v1/files/06cukhdpfijs3-RO/image;s=772x1416;https://frankfurt.apollo.olxcdn.com:443/v1/files/o03uh2qxi0wb3-RO/image;s=825x1175;https://frankfurt.apollo.olxcdn.com:443/v1/files/4xzg6sbcxnr1-RO/image;s=468x1024,hybrid,automatic,Berlina,BMW,Unknown,olx_jJSaS,2025-09-17T13:41:50.587893
Bmw X5 Xdrive30D M Sport 265 Cp,"49 900 €
Prețul e negociabil",49900.0,2021,130 000,https://www.olx.ro/d/oferta/bmw-x5-xdrive30d-m-sport-265-cp-IDjuXp4.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/fc4xk6480ndu-RO/image;s=1000x821;https://frankfurt.apollo.olxcdn.com:443/v1/files/yzwxp8yijpmj3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/j6s2xhi5me262-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/bjswdbeesguc-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/b500g6pc546g1-RO/image;s=1000x750,diesel,automatic,SUV,BMW,X5,olx_juXp4,2025-09-17T13:42:04.949691
Bmw 318I Aut Sport Line Benzina,13 800 €,13800.0,2018,154 000,https://www.olx.ro/d/oferta/bmw-318i-aut-sport-line-benzina-IDjmxSc.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/57sik37pd1fy1-RO/image;s=1931x1087;https://frankfurt.apollo.olxcdn.com:443/v1/files/qra1hc0kiqqm-RO/image;s=3024x4032;https://frankfurt.apollo.olxcdn.com:443/v1/files/a4egoyhme1ed3-RO/image;s=2048x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/lettpclis1rt2-RO/image;s=2000x934;https://frankfurt.apollo.olxcdn.com:443/v1/files/ap6zcfoo8x101-RO/image;s=1087x1931,petrol,automatic,Berlina,BMW,Unknown,olx_jmxSc,2025-09-17T13:42:11.425960
Bmw X4 30D G02 2019 M Sport,34 900 €,34900.0,2019,173 500,https://www.olx.ro/d/oferta/bmw-x4-30d-g02-2019-m-sport-IDjEesv.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/zuqos0x9tucq3-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/7zyoh0aeg3fq3-RO/image;s=1000x667;https://frankfurt.apollo.olxcdn.com:443/v1/files/0thekppggsct1-RO/image;s=667x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/61x1ay5hk19q-RO/image;s=667x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mq3usbwbfogk2-RO/image;s=1000x667,diesel,automatic,SUV,BMW,X4,olx_jEesv,2025-09-17T13:42:39.364790
Bmw X3 Xdrive 30I 2 0 252Cp Panoramic M Pachet Interior Exterior,"27 390 €
Prețul e negociabil",27390.0,2018,165 200,https://www.olx.ro/d/oferta/bmw-x3-xdrive-30i-2-0-252cp-panoramic-m-pachet-interior-exterior-IDjt8IJ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/jrivpiyqk0d12-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cspbo62nvbbs3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/cfpx2zcfxkfb1-RO/image;s=800x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/rcxie9er3rc52-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/z50wzlgz6eyr2-RO/image;s=1001x750,petrol,automatic,SUV,BMW,X3,olx_jt8IJ,2025-09-17T13:42:46.808585
Vand Bmw 520D G30 Luxury Line,21 000 €,21000.0,2018,172 000,https://www.olx.ro/d/oferta/vand-bmw-520d-g30-luxury-line-IDjyGeX.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/s4vvn5tuqfx51-RO/image;s=563x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jptj1atd80xk1-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/vz2rhfqvd7xy1-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/kksljwq3vzze2-RO/image;s=1000x563;https://frankfurt.apollo.olxcdn.com:443/v1/files/ptdgmpudoew22-RO/image;s=1000x563,diesel,automatic,Berlina,BMW,Unknown,olx_jyGeX,2025-09-17T13:43:22.356622
Bmw X4 M40D 2021 Mhev Predare Leasing,44 000 €,44000.0,2021,103 000,https://www.olx.ro/d/oferta/bmw-x4-m40d-2021-mhev-predare-leasing-IDjBcVl.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0tuvrb84z1ju3-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/vdc9t6x9pcy73-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/xc1vufly6nus1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/rl9ea41e04073-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/tl0bpf8hkdw4-RO/image;s=2000x1500,diesel,automatic,Coupe,BMW,M4,olx_jBcVl,2025-09-17T13:43:43.171390
Vand Bmw 320D Xdrive,"17 700 €
Prețul e negociabil",17700.0,2017,144 000,https://www.olx.ro/d/oferta/vand-bmw-320d-xdrive-IDjC2zB.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4ck4ziwek8v43-RO/image;s=1080x1332;https://frankfurt.apollo.olxcdn.com:443/v1/files/rml734wm26bj1-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/i8cw30ixk3jw2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/otb6mak27hdk2-RO/image;s=768x1024;https://frankfurt.apollo.olxcdn.com:443/v1/files/6pa333t43gzn3-RO/image;s=768x1024,diesel,automatic,Berlina,BMW,Unknown,olx_jC2zB,2025-09-17T13:44:04.169291
Bmw X5 40I G05 M Paket Crafted Clarity Pano Hud 17 340 Km,"60 300 €
Prețul e negociabil",60300.0,2022,17.340,https://www.olx.ro/d/oferta/bmw-x5-40i-g05-m-paket-crafted-clarity-pano-hud-17-340-km-IDjFh5Q.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/o5d8y4fhqhnm3-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/tz5rl4zuexrt1-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/90vb56md580k3-RO/image;s=4284x5712;https://frankfurt.apollo.olxcdn.com:443/v1/files/pwadr9z406gs-RO/image;s=2000x2667;https://frankfurt.apollo.olxcdn.com:443/v1/files/986kh0slpzfn2-RO/image;s=4284x5712,petrol,automatic,SUV,BMW,X5,olx_jFh5Q,2025-09-17T13:44:18.757748
Bmw X4 M Int Ext 2019 Km Reali Fara Daune,"33 000 €
Prețul e negociabil",33000.0,2019,175 067,https://www.olx.ro/d/oferta/bmw-x4-m-int-ext-2019-km-reali-fara-daune-IDjNDNl.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ppki1o1mdi5r3-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/380htbu2olgq3-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/kqiw4brur33d3-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/jdjsajk807ir3-RO/image;s=1024x768;https://frankfurt.apollo.olxcdn.com:443/v1/files/cr8v3or1l1752-RO/image;s=1024x768,diesel,automatic,SUV,BMW,X4,olx_jNDNl,2025-09-17T13:44:27.624749
Bmw 218I Tva Deductibil Garantie 1 3 Ani,19 300 €,19300.0,2021,148 000,https://www.olx.ro/d/oferta/bmw-218i-tva-deductibil-garantie-1-3-ani-IDjw0Dy.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/w1kfzo8u3r0v2-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/28ay0toptimi1-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/fcrewhdinj3k3-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/mava3jb5tv691-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/jv2fkhw0ucbc2-RO/image;s=1600x1062,petrol,automatic,Berlina,BMW,Unknown,olx_jw0Dy,2025-09-17T13:44:42.242352
Vand Bmw X3 Xdrive20D Xline,"23 400 €
Prețul e negociabil",23400.0,2018,145 000,https://www.olx.ro/d/oferta/vand-bmw-x3-xdrive20d-xline-IDjyH99.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/zyd9vs0bidwe1-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/zq9qita5mge11-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/wphp62h1k1vt1-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/g2g80tvj6w891-RO/image;s=1200x1600;https://frankfurt.apollo.olxcdn.com:443/v1/files/i3pehhsh1xke2-RO/image;s=1200x1600,diesel,automatic,SUV,BMW,X3,olx_jyH99,2025-09-17T13:44:50.224020
Bmw 320D Mild Hybrid,25 500 €,25500.0,2020,127 000,https://www.olx.ro/d/oferta/bmw-320d-mild-hybrid-IDjFYQ1.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/yxsmisn1h9cc3-RO/image;s=770x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/ect0mrec3s6d-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/6tejy4yb13293-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/jsdap0t0fwue1-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/x9ututompqvt2-RO/image;s=750x1000,diesel,automatic,Berlina,BMW,Unknown,olx_jFYQ1,2025-09-17T13:44:57.577815
Bmw M5 F90 X Drive 600 Cp,"48 500 €
Prețul e negociabil",48500.0,2019,159000,https://www.olx.ro/d/oferta/bmw-m5-f90-x-drive-600-cp-IDjL9f5.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/0dyrgrtwdssb3-RO/image;s=1440x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/wuw72oen1xzd3-RO/image;s=1440x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/4jz9vq2fqxm72-RO/image;s=1440x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/2ohxhy6gn7u12-RO/image;s=1440x1920;https://frankfurt.apollo.olxcdn.com:443/v1/files/r19fv6c3t6tb1-RO/image;s=1024x768,petrol,automatic,Berlina,BMW,M5,olx_jL9f5,2025-09-17T13:45:04.682066
Bmw X6 4 0 Diesel 2020,"58 900 €
Prețul e negociabil",58900.0,2020,198 000,https://www.olx.ro/d/oferta/bmw-x6-4-0-diesel-2020-IDjOEdI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/t9hpuxuueuc9-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/2hwz43a1kej43-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7v57en2vrlz13-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/m4n6rf38tlap3-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/zt7cg1trum462-RO/image;s=750x1000,diesel,automatic,SUV,BMW,X6,olx_jOEdI,2025-09-17T13:45:12.284305
Bmw 320D Xdrive 4X4 2017,15 990 €,15990.0,2017,95 500,https://www.olx.ro/d/oferta/bmw-320d-xdrive-4x4-2017-IDjOGRZ.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/i26j1x2dn25w2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/5d5hf1y2kgdv-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/hg4i9zijfpwr1-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/oopnqv5bt5mn2-RO/image;s=1600x1200;https://frankfurt.apollo.olxcdn.com:443/v1/files/16w06oij70o4-RO/image;s=1600x1200,diesel,automatic,Berlina,BMW,X4,olx_jOGRZ,2025-09-17T13:45:56.326026
Bmw X2 Xdrive20D 150 Cp Automata 4X4 11 2019 Pachet M Sport,26 990 €,26990.0,2019,63 842,https://www.olx.ro/d/oferta/bmw-x2-xdrive20d-150-cp-automata-4x4-11-2019-pachet-m-sport-IDjNgrT.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5x4gu64i4nwa2-RO/image;s=1000x909;https://frankfurt.apollo.olxcdn.com:443/v1/files/bquekxhw28xc3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9dwpl0qq9jge3-RO/image;s=1000x789;https://frankfurt.apollo.olxcdn.com:443/v1/files/ui2o7gwukxpk2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/mofz42x5qczz1-RO/image;s=1152x2048,diesel,automatic,SUV,BMW,X2,olx_jNgrT,2025-09-17T13:46:03.819219
Mercedes Benz Gle 400D 4Matic Airmatic 9G Tronic Amg Tva Deductibil,"67 900 €
Prețul e negociabil",67900.0,2020,90 000,https://www.olx.ro/d/oferta/mercedes-benz-gle-400d-4matic-airmatic-9g-tronic-amg-tva-deductibil-IDjL13j.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4k2u803w931o1-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/hvt10pyqd8vq-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/3j26hpvcuz2m-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/x4rmd5d324bn3-RO/image;s=1600x1062;https://frankfurt.apollo.olxcdn.com:443/v1/files/gbd72ii8dyt13-RO/image;s=1600x1062,diesel,automatic,SUV,MG,Unknown,olx_jL13j,2025-09-17T13:46:19.234663
