titlu,pret_text,pret_numeric,an,kilometraj,link,imagini_urls,combustibil,transmisie,caroserie,marca,model,id_unic,data_scraping
Audi Q7 5 0 Tdi Quattro Sline Mild Hibrid,"48 000 €
Prețul e negociabil",48000.0,2020,95 300,https://www.olx.ro/d/oferta/audi-q7-5-0-tdi-quattro-sline-mild-hibrid-IDjMX87.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/10k06qwgas7k-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/gye505xa6nh7-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/6uj9zdjdzal83-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/xnptuyjbno2w2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/9gk71acq03o43-RO/image;s=1000x750,hybrid,automatic,SUV,Audi,Q7,olx_jMX87,2025-09-15T20:26:18.263985
Audi Q8 2024 Dozele Hybrid,"65 000 €
Prețul e negociabil",65000.0,2024,37 000,https://www.olx.ro/d/oferta/audi-q8-2024-dozele-hybrid-IDjMBui.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/y4gm2ysp9s2d3-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/s8tzistz1dwp-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/fdwy6ybjyocb-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/skrtl74k347u2-RO/image;s=868x1156;https://frankfurt.apollo.olxcdn.com:443/v1/files/7kdp4n8l3o633-RO/image;s=868x1156,hybrid,automatic,SUV,Audi,Q8,olx_jMBui,2025-09-15T20:26:39.518258
Audi Q 3 Disel 2022 150 Cp Km Reali,"23 000 €
Prețul e negociabil",23000.0,2022,129 000,https://www.olx.ro/d/oferta/audi-q-3-disel-2022-150-cp-km-reali-IDjOs2b.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/wyj4wtntcsmn1-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ezvbghes64dr-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/i7jochx7ipa5-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/bxa8vi6ehx5v-RO/image;s=2000x1500;https://frankfurt.apollo.olxcdn.com:443/v1/files/ulw2vau15yj62-RO/image;s=2000x1500,diesel,automatic,SUV,Audi,Unknown,olx_jOs2b,2025-09-15T20:26:54.101934
De Vanzare Sau Variante Auto Audi E Tron Ful Electric Fab 2020 Km 82K,40 000 €,40000.0,2020,82,https://www.olx.ro/d/oferta/de-vanzare-sau-variante-auto-audi-e-tron-ful-electric-fab-2020-km-82k-IDjILaR.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/6gzpc7l8gxkk3-RO/image;s=1000x664;https://frankfurt.apollo.olxcdn.com:443/v1/files/rviopidnroqj1-RO/image;s=1000x653;https://frankfurt.apollo.olxcdn.com:443/v1/files/gi4aw6sjktlv2-RO/image;s=1000x599;https://frankfurt.apollo.olxcdn.com:443/v1/files/7tyyfh45vi8h3-RO/image;s=1000x518;https://frankfurt.apollo.olxcdn.com:443/v1/files/347lx26rwmmz2-RO/image;s=1000x534,electric,automatic,SUV,Audi,Unknown,olx_jILaR,2025-09-15T20:27:01.161983
Audi A5 2019 F5 2 0 Tdi 110 000 Km,"24 200 €
Prețul e negociabil",24200.0,2019,110 000,https://www.olx.ro/d/oferta/audi-a5-2019-f5-2-0-tdi-110-000-km-IDjOrNw.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/4mphy1uroequ1-RO/image;s=1208x880;https://frankfurt.apollo.olxcdn.com:443/v1/files/rn32ufsf7mbo2-RO/image;s=674x900;https://frankfurt.apollo.olxcdn.com:443/v1/files/4fjpqll8pbxo-RO/image;s=1228x880;https://frankfurt.apollo.olxcdn.com:443/v1/files/5bojhmtaxl6c3-RO/image;s=1016x866;https://frankfurt.apollo.olxcdn.com:443/v1/files/3v1eoip0mt4o1-RO/image;s=958x798,diesel,automatic,Coupe,Audi,A5,olx_jOrNw,2025-09-15T20:27:08.312695
Bmw M340I X Drive 374 Cp Baby M,36 500 €,36500.0,2020,168 000,https://www.olx.ro/d/oferta/bmw-m340i-x-drive-374-cp-baby-m-IDjrbvR.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/ig0lif8vxejd2-RO/image;s=1000x668;https://frankfurt.apollo.olxcdn.com:443/v1/files/tf7y2yvdshhl3-RO/image;s=1000x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/8ujyvbkmah4v3-RO/image;s=1000x668;https://frankfurt.apollo.olxcdn.com:443/v1/files/sbif4kjzokls1-RO/image;s=1000x668;https://frankfurt.apollo.olxcdn.com:443/v1/files/hzdysl9h4sga2-RO/image;s=1000x668,petrol,automatic,Berlina,BMW,M3,olx_jrbvR,2025-09-15T20:30:20.021261
Bmw G30 Seria5 Oferta Piele Trapa Impecabila Km Reali,"23 700 €
Prețul e negociabil",23700.0,2017,161 000,https://www.olx.ro/d/oferta/bmw-g30-seria5-oferta-piele-trapa-impecabila-km-reali-IDjCovO.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/5jfml05jxgo83-RO/image;s=1536x2048;https://frankfurt.apollo.olxcdn.com:443/v1/files/cjez8nxl6yhc3-RO/image;s=1366x1025;https://frankfurt.apollo.olxcdn.com:443/v1/files/0wvrxsokc17d1-RO/image;s=1617x1213;https://frankfurt.apollo.olxcdn.com:443/v1/files/necpcr2y60tq2-RO/image;s=2021x1516;https://frankfurt.apollo.olxcdn.com:443/v1/files/f6tbru40ojrw2-RO/image;s=1738x1168,diesel,automatic,Berlina,BMW,Unknown,olx_jCovO,2025-09-15T20:30:27.541541
Bmw X6 Alb Cu Interior Rosu Individual Km Reali In Garantie,84 990 €,84990.0,2025,24 000,https://www.olx.ro/d/oferta/bmw-x6-alb-cu-interior-rosu-individual-km-reali-in-garantie-IDjOqAl.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/dgrl4qcjmm9o3-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/21rsxeol9jae-RO/image;s=1000x668;https://frankfurt.apollo.olxcdn.com:443/v1/files/kafri1fxxyk9-RO/image;s=1000x666;https://frankfurt.apollo.olxcdn.com:443/v1/files/oczmv4tc8now2-RO/image;s=1000x668;https://frankfurt.apollo.olxcdn.com:443/v1/files/rhi79ra43wrl1-RO/image;s=1000x666,diesel,automatic,SUV,BMW,X6,olx_jOqAl,2025-09-15T20:30:34.609948
Bmw Seria 1 2020 118I,3 516 €,3516.0,2020,97 000,https://www.olx.ro/d/oferta/bmw-seria-1-2020-118i-IDjOsZI.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/oaaw7sadjbz41-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/dmqecoc3y2511-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/7l7gi5ty95tm2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/kgxddkvt2d7e2-RO/image;s=750x1000;https://frankfurt.apollo.olxcdn.com:443/v1/files/u5tk4fmtq73a1-RO/image;s=750x1000,petrol,automatic,Hatchback,BMW,Seria 1,olx_jOsZI,2025-09-15T20:31:02.996921
Bmw X5 G05 M Paket 202187 000Kmpanocameravariante,42 500 €,42500.0,2021,87 000,https://www.olx.ro/d/oferta/bmw-x5-g05-m-paket-202187-000kmpanocameravariante-IDjO9up.html,https://frankfurt.apollo.olxcdn.com:443/v1/files/9qms9le5ug671-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/dobor68mgpgy2-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/z2p55fdcrksl3-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/pnbg1ydbwtyl-RO/image;s=1000x750;https://frankfurt.apollo.olxcdn.com:443/v1/files/27ulorg9qhlx1-RO/image;s=1000x750,diesel,automatic,SUV,BMW,X5,olx_jO9up,2025-09-15T20:31:17.052417
